State Date       Time   Providers Details
CA    2022-02-10 21-04  -22       ['CA,Arcata,95521,Mad River Community Hospital', 'CA,Banning,92220,Riverside - San Bernardino County', 'CA,Crescent City,95531,Sutter Coast Hospital', 'CA,Hollister,95023,Hazel Hawkins Memorial Hospital', 'CA,Indio,92201,Jfk Memorial Hospital', 'CA,Los Angeles,90027,Childrens Hospital Los Angeles', 'CA,Oakland,94609,Alta Bates Summit Medical Center', 'CA,Oceanside,92056,Tri-City Healthcare District -Tri-C', 'CA,Ontario,91761,Kaiser Permanente Pharmacy 657', 'CA,Palo Alto,94304,V21 640 Palo Alto, Ca', 'CA,San Diego,92123,Donald N Sharp Memorial Pharmacy', 'CA,San Diego,92123,Rady Childrens Hospital', 'CA,San Diego,92161,V22 664 San Diego, Ca', 'CA,San Jose,95119,Kaiser Foundation Hospital', 'CA,San Luis Obispo,93401,Wilshire Connected Care', 'CA,San Luis Obispo,93405,Barry Eibschutz Md', 'CA,Santa Cruz,95065,Michael Yen, Md, Phd', 'CA,Santa Maria,93454,Mission Hope Infusion Center', 'CA,Santa Rosa,95403,Sutter Santa Rosa Regional Hospital', 'CA,Sonoma,95476,Sonoma Valley Hospital', 'CA,Ukiah,95482,Adventist Health Ukiah Valley', 'CA,Victorville,92395,Desert Valley Hospital']
CA    2022-02-14 09-23  +7        ['CA,Bakersfield,93309,Kaiser Nc - Kern County Stockdale M', 'CA,Riverside,92505,Kaiser Permanente - Riverside', 'CA,Roseville,95661,Kaiser Nc - Roseville Onc/Inf Pharm', 'CA,Sacramento,95823,Kaiser Permanente South Sacramento', 'CA,Sacramento,95823,Kaiser S Sac S Tower Outpatient', 'CA,Sacramento,95825,Kaiser Sacramento Discharge Pharm', 'CA,San Andreas,95249,Mark Twain St. Josephs Hospital']
CA    2022-02-16 08-11  +2        ['CA,Grass Valley,95945,Grass Valley Clinic', 'CA,Oakland,94611,Kaiser Foundation Hospital - Oaklan']
CA    2022-02-16 08-11  -2        ['CA,Oakland,94611,Kaiser Perm Phcy #10A', 'CA,San Andreas,95249,Mark Twain St. Josephs Hospital']
CA    2022-02-16 08-23  +1        ['CA,Santa Cruz,95065,Santa Cruz Medical Group Pulmonary']
CA    2022-02-16 18-37  +37       ['CA,Arcata,95521,Mad River Community Hospital', 'CA,Banning,92220,Riverside - San Bernardino County', 'CA,Beverly Hills,90211,Arman Hekmati, M.D Infusion Center', 'CA,Bishop,93514,Northern Inyo Healthcare District', 'CA,Castro Valley,94546,Eden Medical Center', 'CA,Crescent City,95531,Sutter Coast Hospital', 'CA,Delano,93215,Delano Regional Med Ctr', 'CA,Encino,91316,Synergy Hematology Oncology Medical', 'CA,Grass Valley,95945,Sierra Nevada Memorial Hospital', 'CA,Greenbrae,94904,Marin General Hospital - Marinhealt', 'CA,Hollister,95023,Hazel Hawkins Memorial Hospital', 'CA,Indio,92201,Jfk Memorial Hospital', 'CA,Los Angeles,90027,Childrens Hospital Los Angeles', 'CA,Los Angeles,90048,Synergy Hematology Oncology Medical', 'CA,Modesto,95356,Kaiser Nc - Modesto Inpt 1St Floor', 'CA,Newport Beach,92660,City Of Hope Newport Beach', 'CA,Oakland,94609,Alta Bates Summit Medical Center', 'CA,Oceanside,92056,Tri-City Healthcare District -Tri-C', 'CA,Ontario,91761,Kaiser Permanente Pharmacy 657', 'CA,Palo Alto,94304,V21 640 Palo Alto, Ca', 'CA,Porterville,93257,Express Pharmacy', 'CA,Ridgecrest,93555,Ridgecrest Regional Hospital', 'CA,Sacramento,95823,Kaiser Foundation Hosp Inp Phy 60A', 'CA,San Diego,92123,Donald N Sharp Memorial Pharmacy', 'CA,San Diego,92123,Rady Childrens Hospital', 'CA,San Diego,92161,V22 664 San Diego, Ca', 'CA,San Francisco,94121,V21 662 San Francisco, Ca', 'CA,San Luis Obispo,93401,Wilshire Connected Care', 'CA,San Luis Obispo,93405,Barry Eibschutz Md', 'CA,Santa Cruz,95060,Santa Cruz County Health Services A', 'CA,Santa Cruz,95065,Michael Yen, Md, Phd', 'CA,Santa Maria,93454,Mission Hope Infusion Center', 'CA,Santa Monica,90404,Ucla Health Santa Monica Oncology', 'CA,Santa Rosa,95403,Sutter Santa Rosa Regional Hospital', 'CA,Sonoma,95476,Sonoma Valley Hospital', 'CA,Ukiah,95482,Adventist Health Ukiah Valley', 'CA,Victorville,92395,Desert Valley Hospital']
CA    2022-02-16 18-37  -22       ['CA,Banning,92220,Morongo Clinic', 'CA,Bellflower,90706,Tccfhc-Bellflower', 'CA,Grand Terrace,92313,San Manuel Health Clinic', 'CA,Grass Valley,95945,Grass Valley Clinic', 'CA,Hoopa,95546,Kimaw Medical Center', 'CA,Huntington Park,90255,Angeles Community Health Center', 'CA,Los Angeles,90027,Childrens Hospital', 'CA,Oroville,95965,Butte-Glenn Community College', 'CA,Red Bluff,96080,St. Elizabeth Community Hospital', 'CA,Roseville,95661,Kaiser Nc - Roseville Onc/Inf Pharm', 'CA,Sacramento,95823,Kaiser Permanente South Sacramento', 'CA,Sacramento,95823,Kaiser S Sac S Tower Outpatient', 'CA,Sacramento,95825,Kaiser Sacramento Discharge Pharm', 'CA,San Diego,92113,Logan Heights Family Health Center', 'CA,San Diego,92120,Kaiser Sc - San Diego Zion Medical', 'CA,San Diego,92121,Scripps Green Hospital', 'CA,San Jacinto,92583,Soboba Health Clinic', 'CA,San Rafael,94903,Kaiser Nc - San Rafael, Medical Off', 'CA,Santa Cruz,95065,Santa Cruz Medical Group Pulmonary', 'CA,Temecula,92592,Pechanga Indian Health Center', 'CA,Vallejo,94589,Kaiser Permanente- Vallejo Med Ctr', 'CA,Winterhaven,92283,Fort Yuma Health Center']
CA    2022-02-18 15-54  +1        ['CA,Winterhaven,92283,Fort Yuma Health Center']
CA    2022-02-18 16-04  +4        ['CA,Berkeley,94705,Alta Bates Summit Medical Center', 'CA,Sacramento,95825,Kaiser Sacramento Discharge Pharm', 'CA,Salinas,93901,Salinas Valley Memorial Healthcare', 'CA,San Francisco,94109,California Pacific Medical Center']
CA    2022-02-22 09-09  +19       ['CA,Colusa,95932,Colusa Medical Center', 'CA,French Camp,95231,San Joaquin County Clinics', 'CA,Fullerton,92835,Ascada Health', 'CA,Mammoth Lakes,93546,Mammoth Hospital', 'CA,Manteca,95337,Kaiser Found Hospital Manteca', 'CA,Monterey,93940,Community Hospital Of The Monterey', 'CA,Mountain View,94040,Pamf/Sutter Health: Mountain View', 'CA,Napa,94558,Eric J. Grigsby, Md, Mba', 'CA,Oakland,94605,Total Infusion, Inc.', 'CA,Palo Alto,94301,Pamf/Sutter: Palo Alto Infusion Cen', 'CA,Roseville,95661,Kaiser Nc - Discharge Pharmacy', 'CA,Roseville,95661,Sutter Roseville Medical Center', 'CA,Salinas,93906,Natividad Medical Center', 'CA,San Bernardino,92408,Amber Specialty Pharmacy San Bern', 'CA,Santa Cruz,95065,Santa Cruz Medical Group Pulmonary', 'CA,Sunnyvale,94086,Pamf Sunnyvale Infusion Center', 'CA,Truckee,96160,Tahoe Forest Health Clinic', 'CA,Weaverville,96093,Trinity Hospital', 'CA,Woodland,95695,Woodland Memorial Hospital']
CA    2022-02-22 09-09  -6        ['CA,Palo Alto,94304,V21 640 Palo Alto, Ca', 'CA,Sacramento,95825,Kaiser Sacramento Discharge Pharm', 'CA,Salinas,93901,Salinas Valley Memorial Healthcare', 'CA,San Diego,92161,V22 664 San Diego, Ca', 'CA,San Francisco,94109,California Pacific Medical Center', 'CA,San Francisco,94121,V21 662 San Francisco, Ca']
CA    2022-02-24 09-51  +1        ['CA,Stockton,95204,Dignity Health St Josephs Med Cente']
CA    2022-03-03 09-56  +15       ['CA,Arcadia,91007,Makena Pediatrics', 'CA,Bakersfield,93301,Adventist Health Bakersfield', 'CA,Bakersfield,93306,Auburn Pharmacy And Compounding Cen', 'CA,Emeryville,94608,Stanford Health Care Pharm Emeryvil', 'CA,Escondido,92029,Palomar Medical Center Escondido', 'CA,Lakewood,90248,Contiuem Urgent Care', 'CA,Murrieta,92562,Grace Family Health Inc.', 'CA,Oroville,95966,Oroville Hospital', 'CA,Rialto,92376,Abc Pharmacy Rialto', 'CA,San Diego,92121,Curestat Rx Home Inf Spec Pharm', 'CA,San Jose,95119,Kaiser Foundation Hosp San Jose 250', 'CA,San Luis Obispo, Ca,93401,San Luis Obispo County Public Healt', 'CA,San Rafael,94901,Marin Community Clinic - Sr Campus', 'CA,Tehachapi,93561,Adventist Hlth Tehachapi Valley', 'CA,Ventura,93004,Clinicas Del Camino Real - Ventura']
CA    2022-03-03 10-04  +1        ['CA,Fontana,92336,West Point Medical Center']
CA    2022-03-03 10-04  -1        ['CA,San Jose,95119,Kaiser San Jose Building 3 Pharmacy']
CA    2022-03-08 14-40  +10       ['CA,Bakersfield,93308,Rx Pharmacy', 'CA,Bakersfield,93313,Carepharm Pharmacy', 'CA,Claremont,91711,Foothills Infectious Disease Med', 'CA,Culver City,90230,Iv League, Inc', 'CA,Eureka,95501,Redwood Renal', 'CA,La Canada Flintridge,91011,La Canada Medical Group', 'CA,Lancaster,93534,California Allergy/Asthma Medical', 'CA,Los Angeles,90025,California Allergy/Asthma Medical', 'CA,San Diego,92113,Logan Heights Pharmacy', 'CA,South San Francisco,94080,Kaiser South Sf Inpatient Phcy']
CA    2022-03-16 18-51  +14       ['CA,Bakersfield,93301,Physicians Plaza Pharmacy', 'CA,Grass Valley,95945,Grass Valley Clinic', 'CA,Lancaster,93534,Kaiser Permanente-Antelope Valley', 'CA,Los Angeles,90027,Childrens Hospital', 'CA,Los Angeles,90034,Kaiser Permanente-West Los Angeles', 'CA,Los Angeles,90064,Complete Infusion Care Attn: Pharma', 'CA,Red Bluff,96080,St. Elizabeth Community Hospital', 'CA,Roseville,95661,Kaiser Nc - Roseville Onc/Inf Pharm', 'CA,Sacramento,95823,Kaiser Permanente South Sacramento', 'CA,San Diego,92120,Kaiser Sc - San Diego Zion Medical', 'CA,San Rafael,94903,Kaiser San Rafael Infusion Ctr Phcy', 'CA,Susanville,96130,Banner Lassen Medical Center', 'CA,Vallejo,94589,Kaiser Permanente- Vallejo Med Ctr', 'CA,Yountville,94599,Veterans Home Of California Yountvi']
CA    2022-03-16 18-51  -89       ['CA,Arcadia,91007,Makena Pediatrics', 'CA,Arcata,95521,Mad River Community Hospital', 'CA,Bakersfield,93301,Adventist Health Bakersfield', 'CA,Bakersfield,93306,Auburn Pharmacy And Compounding Cen', 'CA,Bakersfield,93308,Rx Pharmacy', 'CA,Bakersfield,93313,Carepharm Pharmacy', 'CA,Banning,92220,Riverside - San Bernardino County', 'CA,Berkeley,94705,Alta Bates Summit Medical Center', 'CA,Beverly Hills,90211,Arman Hekmati, M.D Infusion Center', 'CA,Bishop,93514,Northern Inyo Healthcare District', 'CA,Brawley,92227,Pioneers Memorial Healthcare Distri', 'CA,Colusa,95932,Colusa Medical Center', 'CA,Crescent City,95531,Sutter Coast Hospital', 'CA,Delano,93215,Delano Regional Med Ctr', 'CA,Emeryville,94608,Stanford Health Care Pharm Emeryvil', 'CA,Escondido,92029,Palomar Medical Center Escondido', 'CA,Eureka,95501,Redwood Renal', 'CA,Fontana,92335,Kaiser Fontana Hsb 24 Hour Outpatie', 'CA,Fontana,92336,West Point Medical Center', 'CA,French Camp,95231,San Joaquin County Clinics', 'CA,Fresno,93715,Community Regional Medical Center', 'CA,Fullerton,92835,Ascada Health', 'CA,Grass Valley,95945,Sierra Nevada Memorial Hospital', 'CA,Greenbrae,94904,Marin General Hospital - Marinhealt', 'CA,Hollister,95023,Hazel Hawkins Memorial Hospital', 'CA,Indio,92201,Jfk Memorial Hospital', 'CA,La Canada Flintridge,91011,La Canada Medical Group', 'CA,Laguna Hills,92653,Memorialcare Saddleback Medical Cen', 'CA,Lakeport,95453,North Lake Medical Pharmacy #2', 'CA,Lancaster,93534,California Allergy/Asthma Medical', 'CA,Long Beach,90806,Memorialcare Long Beach Medical Cen', 'CA,Los Angeles,90015,Dignity Health Ca Hospital', 'CA,Los Angeles,90025,California Allergy/Asthma Medical', 'CA,Los Angeles,90027,Childrens Hospital Los Angeles', 'CA,Los Angeles,90033,Adventist Health White Memorial', 'CA,Madera,93636,Valley Childrens Healthcare', 'CA,Mammoth Lakes,93546,Mammoth Hospital', 'CA,Mission Viejo,92691,Providence Mission Hospital', 'CA,Modesto,95350,Elite Urgent Care', 'CA,Monterey,93940,Community Hospital Of The Monterey', 'CA,Murrieta,92562,Grace Family Health Inc.', 'CA,Napa,94558,Eric J. Grigsby, Md, Mba', 'CA,Oakland,94605,Total Infusion, Inc.', 'CA,Oakland,94609,Alta Bates Summit Medical Center', 'CA,Oceanside,92056,Tri-City Healthcare District -Tri-C', 'CA,Ontario,91761,Kaiser Permanente Pharmacy 657', 'CA,Oxnard,93030,St Johns Rmc', 'CA,Palo Alto,94301,Pamf/Sutter: Palo Alto Infusion Cen', 'CA,Pasadena,91105,Huntington Hospital', 'CA,Pomona,91767,Pomona Valley Hospital Medical Cent', 'CA,Porterville,93257,Express Pharmacy', 'CA,Redlands,92373,Redlands Community Hospital', 'CA,Redwood City,94062,Sequoia Hospital', 'CA,Redwood City,94063,Kaiser Foundation Hosp Phcy 37B/378', 'CA,Rialto,92376,Abc Pharmacy Rialto', 'CA,Roseville,95661,Kaiser Nc - Discharge Pharmacy', 'CA,Roseville,95661,Sutter Roseville Medical Center', 'CA,Sacramento,95816,Sutter Med Center Sac', 'CA,Sacramento,95823,Kaiser Foundation Hosp Inp Phy 60A', 'CA,Salinas,93906,Natividad Medical Center', 'CA,San Diego,92113,Logan Heights Pharmacy', 'CA,San Diego,92121,Curestat Rx Home Inf Spec Pharm', 'CA,San Diego,92123,Donald N Sharp Memorial Pharmacy', 'CA,San Diego,92123,Rady Childrens Hospital', 'CA,San Leandro,94577,Kaiser Fdn Hospital - San Leandro', 'CA,San Luis Obispo,93401,Central Coast Home Health', 'CA,San Luis Obispo,93405,Barry Eibschutz Md', 'CA,San Mateo,94403,San Mateo Medical Center', 'CA,San Rafael,94901,Marin Community Clinic - Sr Campus', 'CA,Santa Cruz,95060,Santa Cruz County Health Services A', 'CA,Santa Cruz,95065,Michael Yen, Md, Phd', 'CA,Santa Maria,93454,Mission Hope Infusion Center', 'CA,Santa Monica,90404,Ucla Health Santa Monica Oncology', 'CA,Santa Rosa,95403,Sutter Santa Rosa Regional Hospital', 'CA,Sonoma,95476,Sonoma Valley Hospital', 'CA,South San Francisco,94080,Kaiser South Sf Inpatient Phcy', 'CA,St Helena,94574,Adventist Health St Helena Hospital', 'CA,Stanford,94305,Stanford Health Care - 300P', 'CA,Stockton,95204,Dignity Health St Josephs Med Cente', 'CA,Sunnyvale,94086,Pamf Sunnyvale Infusion Center', 'CA,Tehachapi,93561,Adventist Hlth Tehachapi Valley', 'CA,Ukiah,95482,Adventist Health Ukiah Valley', 'CA,Ventura,93003,Comm Mem Hosp - Sanbuenav', 'CA,Ventura,93004,Clinicas Del Camino Real - Ventura', 'CA,Victorville,92395,Desert Valley Hospital', 'CA,Walnut Creek,94598,Infectious Disease Doctors Medical', 'CA,Walnut Creek,94598,John Muir Medical Center Walnut Cre', 'CA,Watsonville,95076,Watsonville Community Hospital', 'CA,Weaverville,96093,Trinity Hospital']
CA    2022-03-18 09-58  +9        ['CA,Bakersfield,93301,Adventist Health Bakersfield', 'CA,Delano,93215,Delano Regional Med Ctr', 'CA,Oakland,94605,Total Infusion, Inc.', 'CA,Pasadena,91105,Huntington Hospital', 'CA,Pomona,91767,Pomona Valley Hospital Medical Cent', 'CA,Quincy,95971,Plumas County Public Health Agency', 'CA,San Luis Obispo,93401,Infusion Center Of San Luis Obispo', 'CA,San Mateo,94403,San Mateo Medical Center', 'CA,Tehachapi,93561,Adventist Hlth Tehachapi Valley']
CA    2022-03-18 09-58  -6        ['CA,Burbank,91505,Prov St Josephs Hc Disney Fcc', 'CA,Encino,91316,Synergy Hematology Oncology Medical', 'CA,Eureka,95501,St. Joseph Hospital', 'CA,Greenbrae,94904,Marin Cancer Care', 'CA,Los Angeles,90048,Synergy Hematology Oncology Medical', 'CA,Oroville,95966,Oroville Hospital']
CA    2022-03-18 11-17  +11       ['CA,Eureka,95501,Redwood Renal', 'CA,Fontana,92335,Kaiser Fontana Hsb 24 Hour Outpatie', 'CA,Los Gatos,95032,El Camino Health Cancer Center Lg', 'CA,Los Gatos,95032,El Camino Hosp Los Gatos Inp Phcy', 'CA,Montebello,90640,Beverly Hospital', 'CA,Mountain View,94040,El Camino Health Cancer Center - Mv', 'CA,Murrieta,92562,Grace Family Health Inc.', 'CA,Ontario,91761,Kaiser Permanente Ontario Medical C', 'CA,Oroville,95966,Oroville Hospital', 'CA,Redwood City,94062,Sequoia Hospital', 'CA,Santa Monica,90404,Ucla Health Santa Monica Oncology']
CA    2022-03-18 11-17  -5        ['CA,Bakersfield,93305,Kern County Hospital Authority', 'CA,Patton,92369,Department Of State Hospitals - Pat', 'CA,San Luis Obispo,93401,Wilshire Connected Care', 'CA,San Rafael,94903,Kaiser San Rafael Infusion Ctr Phcy', 'CA,Truckee,96160,Tahoe Forest Health Clinic']
CA    2022-03-19 08-15  +2        ['CA,Long Beach,90806,Memorialcare Long Beach Medical Cen', 'CA,Sacramento,95816,Sutter Med Center Sac']
CA    2022-03-19 08-15  -6        ['CA,Duarte,91010,City Of Hope National Medical Cente', 'CA,Lakewood,90248,Contiuem Urgent Care', 'CA,Los Angeles,90033,Keck Hospital Of Usc', 'CA,Los Angeles,90095,Ronald Reagan Ucla Medical Center', 'CA,Los Gatos,95032,El Camino Hosp Los Gatos Inp Phcy', 'CA,Pomona,91767,Pomona Valley Hospital Medical Cent']
CA    2022-03-19 11-58  +3        ['CA,Arcadia,91007,Makena Pediatrics', 'CA,Patton,92369,Department Of State Hospitals - Pat', 'CA,Visalia,93727,The Nephrology Group, Inc']
CA    2022-03-19 11-58  -1        ['CA,Vallejo,94589,Kaiser Permanente- Vallejo Med Ctr']
CO    2022-01-04 16-56  +1        ['CO,Aurora,80045,V19 554 Denver, Co']
CO    2022-01-05 18-07  +5        ['CO,Denver,80204,Denver Health Medical Center', 'CO,Estes Park,80517,Estes Park Health', 'CO,Glenwood Springs,81601,The Pharmacy At Valley View', 'CO,Salida,81201,Heart Of The Rockies Reg Med Ctr', 'CO,Vail,81657,Vail Health Hospital']
CO    2022-01-07 08-09  +1        ['CO,Wheat Ridge,80033,Lutheran Medical Center']
CO    2022-01-10 10-10  -1        ['CO,Denver,80204,Denver Health Medical Center']
CO    2022-01-11 08-35  +1        ['CO,Denver,80204,Denver Health Medical Center']
CO    2022-01-13 10-07  +4        ['CO,Aurora,80045,Veterans Comm Living Cntr At Fitzsi', 'CO,Denver,80206,National Jewish Health', 'CO,Lafayette,80026,Scl Good Samaritan Medical Center', 'CO,Pagosa Springs,81147,Pagosa Medical Center Upper Sjhsd']
CO    2022-01-14 15-37  +1        ['CO,Cortez,81321,Southwest Memorial Hospital']
CO    2022-01-19 08-05  +9        ['CO,Canon City,81212,St. Thomas More Hospital', 'CO,Colorado Springs,80909,Uchealth Memorial Hospital Central', 'CO,Colorado Springs,80923,St. Francis Medical Center', 'CO,Delta,81416,Delta County Memorial Hospital', 'CO,Fort Collins,80528,Banner Ft Collins Medical Center Ho', 'CO,Grand Junction,81501,Scl Health St. Marys Hospital', 'CO,Hugo,80821,Lincoln Community Hospital', 'CO,Sterling,80751,Banner Health Center Sterling', 'CO,Westminster,80031,Remedi Seniorcare Of Colorado']
CO    2022-01-21 18-08  +6        ['CO,Alamosa,81101,San Luis Valley Rmc', 'CO,Boulder,80303,Boulder Community Health', 'CO,Greeley,80631,North Colorado Medical Center', 'CO,Gunnison,81230,Gunnison Valley Hospital', 'CO,Lafayette,80026,Kaiser Permanente Rock Creek', 'CO,Loveland,80538,Uchealth Medical Center Of The Rock']
CO    2022-01-25 09-23  +1        ['CO,Brush,80723,Banner East Morgan County Hospital']
CO    2022-01-26 07-35  +2        ['CO,Denver,80206,Clear Spring Pharmacy', 'CO,Lakewood,80215,Alpine Pharmacy']
CO    2022-01-28 09-28  +11       ['CO,Alamosa,81101,Valley Wide Pharmacy', 'CO,Colorado Springs,80920,Uchealth Memorial North Hosp', 'CO,Denver,80216,Advanced Pharm Care', 'CO,Denver,80230,Denver Arthritis Clinic', 'CO,Engelwood,80113,Colorado Arthritis Center', 'CO,Englewood,80113,Colorado Blood And Cancer Care', 'CO,Fort Collins,80526,Poudre Infusion Therapy Llc', 'CO,Fort Collins,80528,Uchealth Er Harmony Campus', 'CO,Lamar,81052,Prowers Medical Center', 'CO,Lone Tree,80124,Allergy, Asthma Care And Prevention', 'CO,Steamboat Springs,80487,Uchealth Yampa Valley Medical Cente']
CO    2022-01-28 17-11  +5        ['CO,Boulder,80302,Ccao Boulder', 'CO,Broomfield,80020,Ccao Broomfield', 'CO,Longmont,80501,Ccao Longmont', 'CO,Northglenn,80233,Ccao Northglenn', 'CO,Wheat Ridge,80033,Ccao Wheat Ridge']
CO    2022-02-02 09-09  +6        ['CO,Denver,80236,Cmhi Fort Logan Pharmacy', 'CO,Fruita,81521,Colorado Canyons Hospital', 'CO,Glenwood Springs,80601,Valley View Hospital', 'CO,Loveland,80538,Banner Mckee Medical Center', 'CO,Montrose,81401,Montrose Regional Health', 'CO,Rangely,81648,Rangely Pharmacy']
CO    2022-02-02 09-09  -5        ['CO,Aurora,80045,Veterans Comm Living Cntr At Fitzsi', 'CO,Hugo,80821,Lincoln Community Hospital', 'CO,Lamar,81052,Prowers Medical Center', 'CO,Lone Tree,80124,Allergy, Asthma Care And Prevention', 'CO,Wheat Ridge,80033,Lutheran Medical Center']
CO    2022-02-04 09-14  +6        ['CO,Denver,80218,Saint Joseph Outpatient Pharmacy', 'CO,Denver,80224,Rocky Mountain Medical And Hc', 'CO,Golden,80403,Rocky Mountain Senior Care', 'CO,Lakewood,80228,Mpp Infusion Centers - Denver', 'CO,Lamar,81052,Prowers Medical Center', 'CO,Yuma,80759,Yuma District Hospital']
CO    2022-02-04 09-14  -1        ['CO,Rangely,81648,Rangely Pharmacy']
CO    2022-02-07 09-54  +2        ['CO,Lone Tree,80124,Allergy, Asthma Care And Prevention', 'CO,Rangely,81648,Rangely Pharmacy']
CO    2022-02-09 09-41  +1        ['CO,Wheat Ridge,80033,Lutheran Medical Center']
CO    2022-02-10 21-04  +10       ['CO,Aspen,81611,Aspen Valley Hospital', 'CO,Aurora,80011,Uchealth Central Pharmacy', 'CO,Aurora,80045,Veterans Comm Living Cntr At Fitzsi', 'CO,Del Norte,81132,Rio Grande Hospital', 'CO,Denver,80205,Stout Street Health Center', 'CO,Denver,80218,Scl Health St Joseph Hospital', 'CO,Denver,80246,Cdphe Main Campus', 'CO,Pueblo,81003,Co Dept Of Corrections Pharmacy', 'CO,Rifle,81650,Grand River Hospital', 'CO,Sterling,80751,Sterling Regional Med Center']
