State Date       Time   Providers Details
MT    2022-03-18 11-17  -1        ['MT,Bozeman,,Bozeman Health Deac Hospital']
MT    2022-03-19 11-58  +1        ['MT,Billings,59101,Billings Clinic Hospital']
NE    2022-03-16 18-51  -4        ['NE,Aurora,68818,Memorial Hospital - Aurora', 'NE,Beatrice,68310,Beatrice Community Hospital', 'NE,Neligh,68756,Antelope Memorial Hospital', 'NE,Superior,68978,Brodstone Memorial Hospital']
NE    2022-03-18 09-58  -1        ['NE,Norfolk,68701,Faith Regional Health Services']
NE    2022-03-18 11-17  +1        ['NE,Superior,68978,Brodstone Memorial Hospital']
NV    2022-02-22 09-09  -2        ['NV,Henderson,89014,Las Vegas Infusion Pharmacy', 'NV,Las Vegas,89109,Mab Infusion Center- Abml-Iemh']
NV    2022-03-03 10-04  +2        ['NV,North Las Vegas,89030,North Vista Hospital', 'NV,Reno,89502,Elite Health']
NV    2022-03-03 10-04  -1        ['NV,Reno,89519,Elite Health']
NV    2022-03-08 14-40  +3        ['NV,Las Vegas,89102,Intermountain Wynn Instacare', 'NV,Las Vegas,89113,Josh Hamilton Aprn Llc', 'NV,Sparks,89434,Northern Nevada Medical Center']
NV    2022-03-16 18-51  -3        ['NV,Henderson,89014,Las Vegas Infusion Pharmacy', 'NV,North Las Vegas,89030,North Vista Hospital', 'NV,Reno,89502,Elite Health']
NV    2022-03-18 11-17  -1        ['NV,Las Vegas,89113,Josh Hamilton Aprn Llc']
NV    2022-03-19 08-15  +1        ['NV,North Las Vegas,89030,North Vista Hospital']
NV    2022-03-19 08-15  -1        ['NV,Sparks,89434,Northern Nevada Medical Center']
NV    2022-03-19 11-58  -1        ['NV,Las Vegas,89109,Mab Infusion Center- Abml-Iemh']
NH    2022-02-22 09-09  -9        ['NH,Berlin,03570,Androscoggin Valley Hospital', 'NH,Colebrook,03576,Upper Connecticut Valley Hospital', 'NH,Littleton,03561,Littleton Regional Hospital', 'NH,Londonderry,03053,Omnicare Of New Hampshire', 'NH,Manchester,03102,Catholic Medical Center Pharmacy', 'NH,Manchester,03103,Elliot Hospital Pharmacy', 'NH,North Conway,03860,Memorial Hospital', 'NH,Peterborough,03458,Monadnock Comm Hosp - Pharmacy', 'NH,Portsmouth,03801,Portsmouth Regional Hospital']
NH    2022-03-08 14-40  +1        ['NH,Portsmouth,03801,Portsmouth Regional Hospital']
NH    2022-03-16 18-51  -1        ['NH,Londonderry,03053,Omnicare Of New Hampshire']
NH    2022-03-18 09-58  +4        ['NH,Littleton,,Littleton Regional Hospital', 'NH,Manchester,,Catholic Medical Center Pharmacy', 'NH,Manchester,,Elliot Hospital Pharmacy', 'NH,Portsmouth,,Portsmouth Regional Hospital']
NH    2022-03-18 09-58  -4        ['NH,Littleton,03561,Littleton Regional Hospital', 'NH,Manchester,03102,Catholic Medical Center Pharmacy', 'NH,Manchester,03103,Elliot Hospital Pharmacy', 'NH,Portsmouth,03801,Portsmouth Regional Hospital']
NH    2022-03-18 11-17  +3        ['NH,Littleton,03561,Littleton Regional Hospital', 'NH,Manchester,03102,Catholic Medical Center Pharmacy', 'NH,Manchester,03103,Elliot Hospital Pharmacy']
NH    2022-03-18 11-17  -4        ['NH,Littleton,,Littleton Regional Hospital', 'NH,Manchester,,Catholic Medical Center Pharmacy', 'NH,Manchester,,Elliot Hospital Pharmacy', 'NH,Portsmouth,,Portsmouth Regional Hospital']
NJ    2022-03-18 09-58  +5        ['NJ,Belleville,07109,Rwjbh Clara Maas Medical Center', 'NJ,Camden,08103,Cooper University Hospital', 'NJ,North Bergen,07047,Hmh Palisades Medical Center', 'NJ,Somers Point,08244,Shore Medical Center', 'NJ,Springfield,07081,Partners Pharmacy']
NJ    2022-03-18 11-17  +1        ['NJ,Somerset,08873,Pharmscript Holdcoandsubsidiaries']
NJ    2022-03-19 11-58  +1        ['NJ,Eatontown,07724,Hmh Pharmacy At Eatontown']
NJ    2022-03-19 11-58  -3        ['NJ,Jersey City,07302,Rwjbh Jersey City Medical Center', 'NJ,Lakewood,08701,Rwjbh Monmouth Med Ctr Southern', 'NJ,Rahway,07065,Rwjbh University Hosp Rahway']
NM    2022-02-22 09-09  -17       ['NM,Albuquerque,87102,Lovelace Medical Center', 'NM,Albuquerque,87106,Presbyterian Infusion Center', 'NM,Clovis,88101,Phs: Plains Regional Medical Center', 'NM,Deming,88030,Mimbres Memorial Hosp/Nursing Home', 'NM,Farmington,87401,San Juan Regional Medical Ctr', 'NM,Gallup,87301,Gallup Indian Medical Center', 'NM,Grants,87020,Cibola General Hospital', 'NM,Hobbs,88240,Covenant Health Hobbs(Lea Regional)', 'NM,Las Cruces,88001,Three Crosses Reg Hospital', 'NM,Las Cruces,88011,Memorial Medical Hospital', 'NM,Lovington,88260,Nor-Lea General Hospital', 'NM,Portales,88130,Roosevelt General Hospital', 'NM,Roswell,88201,Eastern Nm Medical Center', 'NM,Roswell,88201,Lovelace Regional Hospital', 'NM,Ruidoso,88345,Presbyterian Lincoln Co Med Ctr', 'NM,Santa Rosa,88435,Guadalupe County Hospital', 'NM,Tucumcari,88401,Phs: Dan C Trigg Mem Hosp Clinic']
NM    2022-03-03 10-04  +6        ['NM,Carlsbad,88220,Carlsbad Medical Center', 'NM,Gallup,87301,One Care Infusion Pharmacy', 'NM,Las Cruces,88011,Mountainview Regional Med Ctr', 'NM,Las Vegas,87701,Alta Vista Regional Hospital', 'NM,Raton,87740,Miners Colfax Med Cnt-Parent', 'NM,Rio Rancho,87144,Unm-Sandoval Regional Med Ctr']
NM    2022-03-08 14-40  +6        ['NM,Albuquerque,87102,Highland Pharmacy', 'NM,Clayton,88415,Chs: Union County Hospital', 'NM,Gallup,87301,Rehoboth Mckinley Christian Hosp', 'NM,Las Cruces,88011,Memorial Medical Hospital', 'NM,Lovington,88260,Nor-Lea General Hospital', 'NM,Santa Fe,87505,Christus St. Vincent Hospital']
NM    2022-03-08 14-40  -1        ['NM,Clovis,88101,Phs: Plains Regional Medical Center']
NM    2022-03-16 18-51  +6        ['NM,Albuquerque,87109,Southwest Womens Oncology-Abq', 'NM,Clovis,88101,Phs: Plains Regional Medical Center', 'NM,Santa Fe,87505,Santa Fe Rheumatology', 'NM,Socorro,87801,Phs-Socorro General Hospital', 'NM,Taos,87571,Holy Cross Hospital Pharmacy', 'NM,Tucumcari,88401,Phs: Dan C Trigg Mem Hosp']
NM    2022-03-16 18-51  -20       ['NM,Alamogordo,88310,Gerald Champion Regional Mc Trauma', 'NM,Albuquerque,87106,Presbyterian Infusion Center', 'NM,Artesia,88210,Artesia General Hospital', 'NM,Carlsbad,88220,Advanced Medication Systems', 'NM,Carlsbad,88220,Carlsbad Medical Center', 'NM,Deming,88030,Mimbres Memorial Hosp/Nursing Home', 'NM,Gallup,87301,One Care Infusion Pharmacy', 'NM,Gallup,87301,Rehoboth Mckinley Christian Hosp', 'NM,Grants,87020,Cibola General Hospital', 'NM,Hobbs,88240,Covenant Health Hobbs(Lea Regional)', 'NM,Las Cruces,88001,Three Crosses Reg Hospital', 'NM,Las Cruces,88005,Vital Care Of Las Cruces', 'NM,Las Cruces,88011,Mountainview Regional Med Ctr', 'NM,Las Vegas,87701,Alta Vista Regional Hospital', 'NM,Raton,87740,Miners Colfax Med Cnt-Parent', 'NM,Roswell,88201,Eastern Nm Medical Center', 'NM,Ruidoso,88345,Presbyterian Lincoln Co Med Ctr', 'NM,Santa Rosa,88435,Guadalupe County Hospital', 'NM,Silver City,88061,Gila Regional Medical Center', 'NM,Tucumcari,88401,Phs: Dan C Trigg Mem Hosp Clinic']
NM    2022-03-18 09-58  -3        ['NM,Albuquerque,87113,Omnicare Pharmacy Of New Mexico', 'NM,Lovington,88260,Nor-Lea General Hospital', 'NM,Santa Fe,87505,Santa Fe Rheumatology']
NM    2022-03-18 11-17  +1        ['NM,Truth Or Consequences,87901,Sierra Vista Hospital']
NM    2022-03-18 11-17  -4        ['NM,Roswell,88201,Lovelace Regional Hospital', 'NM,Socorro,87801,Phs-Socorro General Hospital', 'NM,Taos,87571,Holy Cross Hospital Pharmacy', 'NM,Tucumcari,88401,Phs: Dan C Trigg Mem Hosp']
NM    2022-03-19 08-15  +1        ['NM,Tucumcari,88401,Phs: Dan C Trigg Mem Hosp']
NY    2022-02-22 09-09  -126      ['NY,Albany,12204,Samaritan Hosp-Albany Memorial Camp', 'NY,Albany,12208,Albany Medical Ctr Hosp', 'NY,Albany,12208,St Peters Hospital', 'NY,Alexandria Bay,13607,River Hospital', 'NY,Amsterdam,12010,St Marys Hosp At Amsterdam', 'NY,Auburn,13021,Auburn Community Hospital', 'NY,Batavia,14020,United Mem Med Ctr', 'NY,Bay Shore,11706,Southside Hospital', 'NY,Bethpage,11714,St Joseph Hospital', 'NY,Binghamton,13903,Uhs Binghamton General Hospital', 'NY,Bronx,10457,Bronxcare Hospital Center', 'NY,Bronx,10457,St. Barnabas Health System', 'NY,Bronx,10461,Montefiore/Weiler Division/Einstein', 'NY,Bronx,10466,Montefiore Medical Center Wakefield', 'NY,Bronx,10467,Montefiore Medical Center Moses Cam', 'NY,Brooklyn,11203,Kingsbrook Jewish Medical Center', 'NY,Brooklyn,11203,Suny University Hospital Of Bklyn', 'NY,Brooklyn,11212,Brookdale Hospital Medical Center', 'NY,Brooklyn,11219,New York Community Hospital', 'NY,Brooklyn,11220,Nyu Langone Hospital-Brooklyn', 'NY,Brooklyn,11234,Mount Sinai Brooklyn', 'NY,Buffalo,14203,Kaleida - Buffalo Gm Center', 'NY,Buffalo,14214,Sisters Of Charity Hospital Of Buff', 'NY,Buffalo,14215,Erie County Medical Center', 'NY,Buffalo,14220,Mercy Hospital Of Buffalo', 'NY,Buffalo,14263,Roswell Park Cancer Institute', 'NY,Canandaigua,14424,Ur Medicine Frederick Ferris Thomp', 'NY,Cheektowaga,14225,Sisters Of Charity Hosp Of Buffalo', 'NY,Clifton Springs,14432,Clifton Springs Hospital And Cec', 'NY,Cobleskill,12043,Bassett Cobleskill Hosp', 'NY,Corning,14830,Corning Hospital', 'NY,Cortlandt Manor,10567,Nyp- Hudson Valley', 'NY,Dobbs Ferry,10522,St. John Riverside Hosp-Dobbs Ferry', 'NY,Dunkirk,14048,Brooks Memorial Hospital', 'NY,East Meadow,11554,Nassau University Medical Center', 'NY,Ellenville,12428,Westchester Ellenville Reg Hosp', 'NY,Far Rockaway,11691,St Johns Episcopal Hosp So Shore', 'NY,Flushing,11355,Nyp- Queens Hospital', 'NY,Forest Hills,11375,Lij Medical Center- Forest Hills', 'NY,Geneva,14456,Geneva General Hospital', 'NY,Glen Cove,11542,Glen Cove Hospital', 'NY,Glen Oaks,11004,Long Island Jewish Medical Center', 'NY,Gloversville,12078,Nathan Littauer Hospital', 'NY,Gouverneur,13642,Gouverneur Hospital', 'NY,Great Neck,11021,North Shore Univ Hosp', 'NY,Greenport,11944,Stony Brook Eastern Long Island Hos', 'NY,Hamilton,13346,Community Memorial Hospital', 'NY,Harris,12742,Catskill Regional Medical Center', 'NY,Hornell,14843,St James Hospital', 'NY,Huntington,11743,Huntington Hospital', 'NY,Ithaca,14850,Cayuga Medical Center Of Ithaca', 'NY,Jamaica,11432,Nyc Health + Hospitals/Queens', 'NY,Jamestown,14701,Upmc Chautauqua At Wca', 'NY,Kingston,12401,Healthalliance Hospital', 'NY,Little Falls,13365,Little Falls Hospital', 'NY,Lockport,14094,Eastern Niagara Hospital', 'NY,Medina,14103,Medina Memorial Hospital', 'NY,Middletown,10940,Garnet Health Medical Center', 'NY,Mineola,11501,Nyu Langone Hospital - Long Island', 'NY,Mount Kisco,10549,Northern Westchester Hospital', 'NY,New Rochelle,10801,Montefiore New Rochelle Hospital', 'NY,New York,10003,Mount Sinai Beth Israel', 'NY,New York,10011,Lenox Health Greenwich Village', 'NY,New York,10016,Nyu Langone -Tisch Hospital', 'NY,New York,10019,Mount Sinai West', 'NY,New York,10021,Hospital For Special Surgery', 'NY,New York,10021,Nyp-Weill Cornell Medical Ctr', 'NY,New York,10025,Mount Sinai Morningside', 'NY,New York,10029,Mount Sinai Hospital', 'NY,New York,10032,Nyp-Columbia University Medical Ctr', 'NY,New York,10038,Nyp-Lower Manhattan Hospital', 'NY,New York,10075,Lenox Hill Hospital', 'NY,Newark,14513,Newark Wayne Community Hosp', 'NY,Niagara Falls,14302,Niagara Falls Memorial Medical Cent', 'NY,North Tonawanda,14120,Kaleida - Degraff Memorial Hospital', 'NY,Oceanside,11572,Mount Sinai Hosp So Nassau', 'NY,Ogdensburg,13669,Claxton-Hepburn Medical Center', 'NY,Olean,14760,Olean General Hospital', 'NY,Oneida,13421,Oneida Healthcare Ctr', 'NY,Oneonta,13820,Aurelia Osborn Fox Memorial Hosp', 'NY,Oswego,13126,Oswego Hospital', 'NY,Patchogue,11772,Long Island Community Hospital', 'NY,Plainview,11803,Plainview Hospital', 'NY,Plattsburgh,12901,Champlain Valley Phy Hsp', 'NY,Port Jefferson,11777,John T Mather Mem Hosp', 'NY,Port Jervis,12771,Bon Secours Community Hosp', 'NY,Potsdam,13676,Canton-Potsdam Hospital', 'NY,Poughkeepsie,12601,Vassar Brothers Med Ctr', 'NY,Poughkeepsie,12601,Wm-Midhudson Regional Hospital', 'NY,Rhinebeck,12572,Northern Dutchess Hospital', 'NY,Riverhead,11901,Peconic Bay Medical Center', 'NY,Rochester,14606,Strong Memorial Hospital', 'NY,Rochester,14620,Highland Hospital', 'NY,Rochester,14621,Rochester General Hospital', 'NY,Rochester,14626,The Unity Hospital Of Rochester', 'NY,Rochester,14626,Unity Hospital-Unity Health System', 'NY,Rockville Centre,11570,Mercy Medical Center', 'NY,Roslyn,11576,St. Francis Hospital - Roslyn', 'NY,Saranac Lake,12983,Adirondack Medical Ctr', 'NY,Saratoga Springs,12866,Saratoga Hospital', 'NY,Sleepy Hollow,10591,Phelps Memorial Hospital Associatio', 'NY,Smithtown,11787,St Catherine Of Siena Med Ctr', 'NY,Southampton,11968,Stony Brook Southampton Hospital', 'NY,Staten Island,10305,Staten Island Univeristy-North Camp', 'NY,Staten Island,10310,Richmond University Medical Center', 'NY,Stony Brook,11794,Stony Brook Univ Medical Ctr', 'NY,Suffern,10901,Good Samaritan Hospital Of Suffern', 'NY,Syosset,11791,North Shore Univ Hospital At Syosse', 'NY,Syracuse,13203,St Josephs Hosp Hlth Ctr', 'NY,Syracuse,13210,Crouse Hospital', 'NY,Syracuse,13210,Upstate University Hospital', 'NY,Syracuse,13215,Upstate University Hospital At Comm', 'NY,Troy,12180,Samaritan Hosp Purchasing', 'NY,Utica,13501,St. Elizabeth Medical Center', 'NY,Valley Stream,11580,Long Island Jewish Medical Valley S', 'NY,Walton,13856,Delaware Valley Hospital Inc', 'NY,Warsaw,14569,Wyoming Co Community Hosp', 'NY,Warwick,10990,St Anthony Community Hosp', 'NY,Watertown,13601,Samaritan Medical Ctr', 'NY,West Haverstraw,10993,Helen Hayes Hospital', 'NY,West Islip,11795,Good Samaritan Hosp Med Ctr', 'NY,Westfield,14787,Westfield Memorial Hospital', 'NY,White Plains,10601,White Plains Hospital', 'NY,White Plains,10605,Burke Rehabilitation Hospital', 'NY,Williamsville,14221,Kaleida-Millard Fillmor', 'NY,Yonkers,10701,Sjrh - St Johns Division']
NY    2022-03-03 10-04  +1        ['NY,Little Falls,13365,Little Falls Hospital']
NY    2022-03-03 10-04  -2        ['NY,Far Rockaway,11691,Rachel Berkowitz Pa', 'NY,New York,10065,Memorial Hospital For Cancer And Al']
NY    2022-03-08 14-40  +11       ['NY,Brooklyn,11205,Sf New York Medical Services', 'NY,Brooklyn,11210,Daniel Stok Np', 'NY,Brooklyn,11229,Zaki Nakach Md Pc', 'NY,Canandaigua,14424,Ur Medicine Frederick Ferris Thomp', 'NY,Johnson City,13790,Asha Gupta Md', 'NY,Monsey,10952,American Infusion', 'NY,New York,10025,Jewish Home Lifecare - Manhattan', 'NY,New York,10065,Memorial Hospital For Cancer And Al', 'NY,Plattsburgh,12901,Condo Pharmacy', 'NY,Schenectady,12303,Li Script North', 'NY,Syracuse,13211,Innovative Svcs Inc/Upstatehomecare']
NY    2022-03-08 14-40  -1        ['NY,Ilion,13357,The Medicine Shoppe Pharmacy']
NY    2022-03-16 18-51  +13       ['NY,Binghamton,13905,Our Lady Of Lourdes Memorial Hosp', 'NY,Bronxville,10708,Nyp-Lawrence Hospital', 'NY,Brooklyn,11213,Interfaith Medical Center', 'NY,Carmel,10512,Putnam Hospital Center', 'NY,Elizabethtown,12932,Elizabethtown Community Hospital', 'NY,Far Rockaway,11691,Rachel Berkowitz Pa', 'NY,Glens Falls,12801,Glens Falls Hospital', 'NY,Jamaica,11432,Nyc H+H/Queens Hospital Center', 'NY,Newburgh,12550,St Lukes Cornwall Hospital Newburg', 'NY,Norwich,13815,Chenango Memorial Hospital', 'NY,Utica,13502,Faxton St Lukes Healthcare', 'NY,Valhalla,10595,Westchester Medical Center', 'NY,Yonkers,10701,Saint Josephs Hospital']
NY    2022-03-16 18-51  -103      ['NY,Albany,12208,Albany Medical Ctr Hosp', 'NY,Albany,12208,St Peters Hospital', 'NY,Alexandria Bay,13607,River Hospital', 'NY,Auburn,13021,Auburn Community Hospital', 'NY,Batavia,14020,United Mem Med Ctr', 'NY,Bay Shore,11706,Southside Hospital', 'NY,Binghamton,13903,Uhs Binghamton General Hospital', 'NY,Bronx,10461,Montefiore/Weiler Division/Einstein', 'NY,Bronx,10466,Montefiore Medical Center Wakefield', 'NY,Brooklyn,11201,Century Medical And Dental Center', 'NY,Brooklyn,11201,Cmadc Myrtle', 'NY,Brooklyn,11201,Kindfusion Dumbo Office', 'NY,Brooklyn,11203,Kingsbrook Jewish Medical Center', 'NY,Brooklyn,11205,Oda Park Ave', 'NY,Brooklyn,11210,Daniel Stok Np', 'NY,Brooklyn,11212,Brookdale Hospital Medical Center', 'NY,Brooklyn,11219,New York Community Hospital', 'NY,Brooklyn,11220,Nyu Langone Hospital-Brooklyn', 'NY,Brooklyn,11220,R Joudeh Medical Pavilion Pllc', 'NY,Brooklyn,11223,Avenue U Medical Care Pc', 'NY,Brooklyn,11223,Century Medical And Dental Ctr', 'NY,Brooklyn,11226,Cmad- Flatbush', 'NY,Brooklyn,11229,Zaki Nakach Md Pc', 'NY,Brooklyn,11234,Mount Sinai Brooklyn', 'NY,Brooklyn,11249,Oda Primary Health Care Network', 'NY,Brooklyn,11249,Oda Quality Health Center', 'NY,Buffalo,14203,Kaleida - Buffalo Gm Center', 'NY,Buffalo,14214,Sisters Of Charity Hospital Of Buff', 'NY,Buffalo,14215,Erie County Medical Center', 'NY,Corning,14830,Corning Hospital', 'NY,Cortlandt Manor,10567,Nyp- Hudson Valley', 'NY,Dobbs Ferry,10522,St. John Riverside Hosp-Dobbs Ferry', 'NY,Dunkirk,14048,Brooks Memorial Hospital', 'NY,East Meadow,11554,Nassau University Medical Center', 'NY,Ellenville,12428,Westchester Ellenville Reg Hosp', 'NY,Far Rockaway,11691,St Johns Episcopal Hosp So Shore', 'NY,Flushing,11355,Nyp- Queens Hospital', 'NY,Forest Hills,11375,Lij Medical Center- Forest Hills', 'NY,Forest Hills,11375,Quality Life Pharmacy', 'NY,Geneva,14456,Geneva General Hospital', 'NY,Glen Cove,11542,Glen Cove Hospital', 'NY,Great Neck,11021,Northwell Health At Home - Regionca', 'NY,Hamilton,13346,Community Memorial Hospital', 'NY,Harris,12742,Catskill Regional Medical Center', 'NY,Hornell,14843,St James Hospital', 'NY,Huntington,11743,Huntington Hospital', 'NY,Huntington,11743,Robert J. Aquino; M.D.', 'NY,Jamaica,11432,Nyc Health + Hospitals/Queens', 'NY,Jamestown,14701,Upmc Chautauqua At Wca', 'NY,Johnson City,13790,Asha Gupta Md', 'NY,Kingston,12401,Healthalliance Hospital', 'NY,Medina,14103,Medina Memorial Hospital', 'NY,Middletown,10940,Middletown Medical Pc', 'NY,Mineola,11501,Nyu Langone Hospital - Long Island', 'NY,Monsey,10952,American Infusion', 'NY,Mount Kisco,10549,Northern Westchester Hospital', 'NY,New City,10956,Adelman Health; Np', 'NY,New Hyde Park,11040,Long Island Jewish Medical Center', 'NY,New Rochelle,10801,Montefiore New Rochelle Hospital', 'NY,New York 11223,11223,Lake Country Urology Pllc', 'NY,New York,10003,Mount Sinai Beth Israel', 'NY,New York,10019,Cmad-Manhattan', 'NY,New York,10019,Mount Sinai West', 'NY,New York,10021,Hospital For Special Surgery', 'NY,New York,10022,New York Physicians Llp', 'NY,New York,10025,Mount Sinai Morningside', 'NY,New York,10036,Esco Drug Co Inc', 'NY,New York,10038,Nyp-Lower Manhattan Hospital', 'NY,New York,10065,Drip Hydration New York', 'NY,Newark,14513,Newark Wayne Community Hosp', 'NY,Ogdensburg,13669,Claxton-Hepburn Medical Center', 'NY,Olean,14760,Olean General Hospital', 'NY,Oneida,13421,Oneida Healthcare Ctr', 'NY,Oswego,13126,Oswego Hospital', 'NY,Plainview,11803,Plainview Hospital', 'NY,Port Jervis,12771,Bon Secours Community Hosp', 'NY,Poughkeepsie,12601,Wm-Midhudson Regional Hospital', 'NY,Rhinebeck,12572,Northern Dutchess Hospital', 'NY,Rochester,14620,Highland Hospital', 'NY,Rochester,14626,Unity Hospital-Unity Health System', 'NY,Rockville Centre,11570,Mercy Medical Center', 'NY,Ronkonkoma,11779,Action Wellness Np In Family Health', 'NY,Saranac Lake,12983,Adirondack Medical Ctr', 'NY,Saratoga Springs,12866,Saratoga Hospital', 'NY,Schenectady,12303,Li Script North', 'NY,Smithtown,11787,St Catherine Of Siena Med Ctr', 'NY,Spring Valley,10977,Refuah Health Center', 'NY,Spring Valley,10977,Visiting Docs', 'NY,Staten Island,10305,Staten Island Univeristy-North Camp', 'NY,Stony Brook,11790,Long Island State Veterans Home 100', 'NY,Syosset,11791,North Shore Univ Hospital At Syosse', 'NY,Syracuse,13211,Innovative Svcs Inc/Upstatehomecare', 'NY,Syracuse,13215,Upstate University Hospital At Comm', 'NY,Uniondale,11553,Chem Rx Pharmacy Services, Llc', 'NY,Vestal,13850,Pharmscript Holdcoandsubsidiaries', 'NY,Wappingers Falls,12590,Pulse-Md Urgent Care', 'NY,Warsaw,14569,Wyoming Co Community Hosp', 'NY,Warwick,10990,St Anthony Community Hosp', 'NY,West Haverstraw,10993,Helen Hayes Hospital', 'NY,Williamsville,14221,Kaleida-Millard Fillmor', 'NY,Woodbury,11797,Li Script Llc', 'NY,Woodmere,11598,Medical Providers On Demand Pc', 'NY,Yonkers,10701,Sjrh - St Johns Division']
NY    2022-03-18 09-58  +14       ['NY,Alexandria Bay,13607,River Hospital', 'NY,Bronx,10461,Montefiore/Weiler Division/Einstein', 'NY,Brooklyn,,Suny University Hospital Of Bklyn', 'NY,Buffalo,,Roswell Park Cancer Institute', 'NY,Buffalo,14203,Kaleida - Buffalo Gm Center', 'NY,Ellenville,12428,Westchester Ellenville Reg Hosp', 'NY,Glens Falls,,Glens Falls Hospital', 'NY,Lowville,13367,Lewis Co General Hosp', 'NY,Plattsburgh,,Champlain Valley Phy Hsp', 'NY,Rochester,,Rochester General Hospital', 'NY,Rockville Centre,11570,Mercy Medical Center', 'NY,Spring Valley,10977,Refuah Health Center', 'NY,Staten Island,10305,Staten Island Univeristy-North Camp', 'NY,Stony Brook,,Stony Brook Univ Medical Ctr']
NY    2022-03-18 09-58  -19       ['NY,Binghamton,13905,Our Lady Of Lourdes Memorial Hosp', 'NY,Bronx,10457,Bronxcare Hospital Center', 'NY,Brooklyn,11203,Suny University Hospital Of Bklyn', 'NY,Brooklyn,11213,Interfaith Medical Center', 'NY,Buffalo,14263,Roswell Park Cancer Institute', 'NY,Canandaigua,14424,Ur Medicine Frederick Ferris Thomp', 'NY,Carmel,10512,Putnam Hospital Center', 'NY,Glens Falls,12801,Glens Falls Hospital', 'NY,Jamaica,11432,Nyc H+H/Queens Hospital Center', 'NY,New York,10011,Lenox Health Greenwich Village', 'NY,New York,10025,Jewish Home Lifecare - Manhattan', 'NY,New York,10075,Lenox Hill Hospital', 'NY,North Tonawanda,14120,Kaleida - Degraff Memorial Hospital', 'NY,Plattsburgh,12901,Champlain Valley Phy Hsp', 'NY,Rochester,14621,Rochester General Hospital', 'NY,Staten Island,10310,Richmond University Medical Center', 'NY,Stony Brook,11794,Stony Brook Univ Medical Ctr', 'NY,Valhalla,10595,Westchester Medical Center', 'NY,Valley Stream,11580,Long Island Jewish Medical Valley S']
NY    2022-03-18 11-17  +12       ['NY,Binghamton,13903,Uhs Binghamton General Hospital', 'NY,Brooklyn,11203,Suny University Hospital Of Bklyn', 'NY,Buffalo,14263,Roswell Park Cancer Institute', 'NY,Glens Falls,12801,Glens Falls Hospital', 'NY,Johnson City,13790,Uhs Wilson Medical Center', 'NY,New York,10011,Lenox Health Greenwich Village', 'NY,New York,10025,Jewish Home Lifecare - Manhattan', 'NY,New York,10075,Lenox Hill Hospital', 'NY,Plattsburgh,12901,Champlain Valley Phy Hsp', 'NY,Rochester,14621,Rochester General Hospital', 'NY,Stony Brook,11794,Stony Brook Univ Medical Ctr', 'NY,Vestal,13850,Pharmscript Holdcoandsubsidiaries']
NY    2022-03-18 11-17  -15       ['NY,Amsterdam,12010,St Marys Hosp At Amsterdam', 'NY,Brooklyn,,Suny University Hospital Of Bklyn', 'NY,Brooklyn,11210,Lapincare', 'NY,Buffalo,,Roswell Park Cancer Institute', 'NY,Far Rockaway,11691,Brenda Sporn Np', 'NY,Far Rockaway,11691,Rachel Berkowitz Pa', 'NY,Glens Falls,,Glens Falls Hospital', 'NY,Great Neck,11023,Dr Mehri Songhorian', 'NY,Jamaica,11436,Gabs', 'NY,Kew Gardens,11415,Simeon Godick Pa', 'NY,Plattsburgh,,Champlain Valley Phy Hsp', 'NY,Rochester,,Rochester General Hospital', 'NY,Roslyn,11576,St. Francis Hospital - Roslyn', 'NY,Stony Brook,,Stony Brook Univ Medical Ctr', 'NY,Troy,12180,Samaritan Hosp Purchasing']
NY    2022-03-19 08-15  +3        ['NY,Far Rockaway,11691,Brenda Sporn Np', 'NY,Far Rockaway,11691,Rachel Berkowitz Pa', 'NY,Staten Island,10310,Richmond University Medical Center']
NY    2022-03-19 11-58  +5        ['NY,Bronx,10457,Bronxcare Hospital Center', 'NY,Brooklyn,11210,Lapincare', 'NY,Brooklyn,11213,Interfaith Medical Center', 'NY,Brooklyn,11222,Rejuvio', 'NY,Jamaica,11436,Gabs']
NY    2022-03-19 11-58  -3        ['NY,Lockport,14094,Eastern Niagara Hospital', 'NY,Syracuse,13203,St Josephs Hosp Hlth Ctr', 'NY,Walton,13856,Delaware Valley Hospital Inc']
