provider_name,address1,address2,city,state,zip,last_report_date,public_website,phone_number,geopoint
Optum Serve - Camarillo,5100 Adolfo Road,Ventura County Office of Education,Camarillo,CA,93010,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-119.00043 34.21621)
CVS Store #09805,1720 S BASCOM AVE,CVS Pharmacy,Campbell,CA,95008,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-121.93168 37.2926)
CVS STORE #09479,2510 EL CAMINO REAL,CVS Pharmacy,Carlsbad,CA,92008,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-117.32672 33.18015)
CVS STORE #09528,7740 RANCHO SANTA FE ROAD,CVS Pharmacy,Carlsbad,CA,92009,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-117.23728 33.08103)
Optum Serve - Cathedral City,28704 W Natoma Drive,Mobile Bus COVID Testing,Cathedral City,CA,92234,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-116.48416 33.839125)
CVS STORE #09489,13303 EAST SOUTH STREET,CVS Pharmacy,Cerritos,CA,90703,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-118.04845 33.86008)
CarbonHealth - Cerritos,13299 South St,,Cerritos,CA,90703,2022-07-09T00:00:00.000,,,POINT (-118.04943 33.85876)
Optum Serve - Chico,940 W 1st Street,ATTN: Covid Testing,Chico,CA,95929,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-121.85025 39.72588)
Optum Serve - Chino,12970 3rd Street,,Chino,CA,91710,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-117.69687 34.018155)
Optum Serve - CV Otay Lakes,900 Otay Lakes Road,ATTN: Beny Pastrana COVID Supplies,Chula Vista,CA,91910,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-116.99584 32.64295)
CVS STORE #09113,645 E. PALOMAR ST.,CVS Pharmacy,Chula Vista,CA,91911,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-117.02577 32.61548)
Optum Serve - CV Oleander,1301 Oleander Ave.,Attn: COVID Testing,Chula Vista,CA,91911,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-117.03352 32.61824)
PREMIUM URGENT CARE,2021 HERNDON AVE SUITE 101,,Clovis,CA,93611,2022-05-10T00:00:00.000,,,POINT (-119.679328 36.837825)
Optum Serve - Ventura Colton,670 Colton Ave,ATTN: EOA/COVID TESTING,Colton,CA,92324,2022-07-13T00:00:00.000,https://lhi.care/covidtesting,,POINT (-117.31859 34.07038)
CDM DRUGS,"2865 EAST COAST HWY, STE 150",,Corona Del Mar,CA,92625,2022-06-16T00:00:00.000,,,POINT (-117.87281 33.5998)
CarbonHealth - Corte Madera,303 Corte Madera Town Center,,Corte Madera,CA,94925,2022-07-16T00:00:00.000,,,POINT (-122.51743 37.92649)
CVS STORE #09484,1150 BAKER ST.,CVS Pharmacy,Costa Mesa,CA,92626,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-117.90829 33.68025)
Optum Serve - Crescent,400 L Street,Dept of Health Attn Melody Cannon,Crescent City,CA,95531,2022-07-14T00:00:00.000,https://lhi.care/covidtesting,,POINT (-124.19515 41.75513)
CarbonHealth - Ivy Station,8900 Venice Boulevard,,Culver City,CA,90232,2022-07-15T00:00:00.000,,,POINT (-118.38816 34.02911)
CVS Store #09894,10455 S DE ANZA BLVD,CVS Pharmacy,Cupertino,CA,95014,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-122.03355 37.31641)
Optum Serve - Delano,140 W 11th Avenue,ATTN: EOA/COVID Testing,Delano,CA,93215,2022-07-13T00:00:00.000,https://lhi.care/covidtesting,,POINT (-119.25989 35.7687)
Optum Serve - Desert Hot Springs,12-800 West Arroyo Dr,ATTN: COVID Testing,Desert Hot Springs,CA,92240,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-116.50855 33.95609)
Optum Serve - Dinuba,249 S. Alta Ave,ATTN to: EOA/COVID Testing,Dinuba,CA,93618,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-119.39534 36.53811)
CVS STORE #08867,7915 FLORENCE AVENUE,CVS Pharmacy,Downey,CA,90240,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-118.13079 33.95406)
CITY OF HOPE NATIONAL MEDICAL CENTE,1500 DUARTE RD,,Duarte,CA,91010,2022-07-15T00:00:00.000,,,POINT (-117.97374 34.1307)
Optum Serve - Berkeley,6780 Sierra Ct,Ste M,Dublin,CA,94568,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-121.915083 37.70985)
CVS STORE #05958,14220 SCHLEISMAN RD,CVS Pharmacy,Eastvale,CA,92880,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-117.593855 33.960205)
412th Medical Support Squadron/SGSM,32 Nightingale Rd,Bldg 5518,Edwards Afb,CA,93524,,,,POINT (-117.9045 34.92227)
CVS STORE #09173,2760 FLETCHER PKY,CVS Pharmacy,El Cajon,CA,92020,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-117.00387 32.8011)
Optum Serve - El Cajon,200 S Magnolia Ave,ATTN: COVID Testing,El Cajon,CA,92020,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-116.96268 32.79366)
Optum Serve - El Centro,935 Broadway Ave,Mobile Testing Bus - Jeff Lamour,El Centro,CA,92243,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-115.56352 32.79334)
HERALD CHRISTIAN HEALTH CENTER,"3401 Aerojet Ave.,",,El Monte,CA,91731,2022-07-13T00:00:00.000,,,POINT (-118.0696 34.07007)
SCMC - EL MONTE,12100 VALLEY BLVD. STE 109A,,El Monte,CA,91732,2022-07-06T00:00:00.000,,,POINT (-118.0167 34.06096)
WALGREENS STORE #09882,331 N PACIFIC COAST HWY,,El Segundo,CA,90245,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-331+n+pacific+coast+hwy-el-segundo-ca-90245/id=9882,,POINT (-118.39674 33.92048)
CVS Store #01825,5040 LAGUNA BLVD,CVS Pharmacy,Elk Grove,CA,95758,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-121.446769 38.422225)
NEIGHBORHOOD HEALTHCARE ESCONDIDO,460 NORTH ELM STREET,,Escondido,CA,92025,2022-07-14T00:00:00.000,http://www.nhcare.org,760-520-8100,POINT (-117.072625 33.128011)
Optum Serve - Escondido,649 W Mission Ave,ATTN: COVID Testing,Escondido,CA,92025,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-117.09507 33.12669)
CVS STORE #09103,318 W EL NORTE PARKWAY,CVS Pharmacy,Escondido,CA,92026,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-117.09634 33.14353)
Optum Serve - Arcata,"Wharfinger Building, 1 Marina Way",,Eureka,CA,95501,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-117.1032827 32.6193956)
Optum Serve - Eureka,1 Marina Way,Wharfinger Bldg,Eureka,CA,95501,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-124.18061 40.80161)
Optum Serve - McKinleyville,Wharfinger Building 1 Marina Way,,Eureka,CA,95501,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-117.11225 32.65002)
CVS Store #09814,8101 GREENBACK LN.,CVS Pharmacy,Fair Oaks,CA,95628,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-121.261675 38.67934)
Optum Serve - Felton,6121 Gushee Street,,Felton,CA,95018,2022-07-13T00:00:00.000,https://lhi.care/covidtesting,,POINT (-122.07463 37.05036)
Optum Serve - Fillmore,425 Orchard Street,,Fillmore,CA,93015,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-118.916701 34.402207)
CVS Store #09879,987 E HILLSDALE BLVD,CVS Pharmacy,Foster City,CA,94404,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-122.27427 37.55745)
Adv lung infec/Disease mgmt clinic,2315 E Illinois Ave,,Fresno,CA,93701,,,,POINT (-119.78337 36.74521)
UCSF Fresno Mobile HeaL,550 EAST SHAW AVENUE,,Fresno,CA,93710,2022-07-15T00:00:00.000,,,POINT (-119.778377 36.809345)
CVS Store #09865,7096 N WEST AVE,CVS Pharmacy,Fresno,CA,93711,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-119.82587 36.838655)
BAZ ALLERGY Fresno,7471 N FRESNO ST,,Fresno,CA,93720,2022-05-23T00:00:00.000,,,POINT (-119.784242 36.84629)
UNITED HEALTH CENTERS ADMIN,3875 West Beechwood Avenue,,Fresno,CA,93722,2022-07-14T00:00:00.000,http://www.unitedhealthcenters.org,559-646-6618,POINT (-119.649424 36.79231)
Optum Serve - Fresno,2100 N College Avenue,ATTN: EOA/COVID Testing,Fresno,CA,93741,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-119.7994 36.76688)
WALGREENS STORE #05972,12001 EUCLID ST,,Garden Grove,CA,92840,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-12001+euclid+st-garden-grove-ca-92840/id=5972,,POINT (-117.94231 33.78795)
WALGREENS STORE #07175,1344 W REDONDO BEACH BLVD,,Gardena,CA,90247,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-1344+w+redondo+beach+blvd-gardena-ca-90247/id=7175,,POINT (-118.29956 33.8911)
Optum Serve - Gilroy,9300 Wren Ave,SCCOE South County Annex,Gilroy,CA,95020,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-121.58741 37.02985)
ABM PHARMACY,1385 E COLORADO ST,,Glendale,CA,91205,2022-07-15T00:00:00.000,,,POINT (-118.234533 34.142752)
COMPREHENSIVE CHC GLENDALE,801 S. Chevy Chase drive,suite 111,Glendale,CA,91205,2022-07-05T00:00:00.000,http://www.cchccenters.org,818-265-2264,POINT (-118.240305 34.13658)
WALGREENS STORE #15469,105 E GLENOAKS BLVD,,Glendale,CA,91207,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-105+e+glenoaks+blvd-glendale-ca-91207/id=15469,,POINT (-118.254909 34.159215)
Monarch Pharmacy Glendora,707 W Route 66,Ste 103,Glendora,CA,91740,,,,POINT (-117.87668 34.1291)
CVS Store #09851,130 N GRAND AVE,CVS Pharmacy,Glendora,CA,91741,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-117.87054 34.13683)
Optum Serve - Goleta,6100 Wallace Becknell Rd,Attn:Odus Radcliff -Testing Bus,Goleta,CA,93117,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-119.83861 34.43498)
Optum Serve - Gonzales,600 Elko St,,Gonzales,CA,93926,2022-07-12T00:00:00.000,https://lhi.care/covidtesting,,POINT (-121.439065 36.506964)
WALGREENS STORE #05566,17010 CHATSWORTH ST,,Granada Hills,CA,91344,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-17010+chatsworth+st-granada-hills-ca-91344/id=5566,,POINT (-118.50278 34.26454)
Optum Serve - Grass Valley,231 Colfax Ave,Attn:Kim Blix,Grass Valley,CA,95945,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-121.05814 39.21572)
Optum Serve - Greenfield,1199 Elm Avenue,,Greenfield,CA,93927,2022-07-08T00:00:00.000,https://lhi.care/covidtesting,,POINT (-121.24659 36.31319)
Optum Serve - Grover,1336 Ramona Ave,#A,Grover Beach,CA,93433,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-120.61487 35.122045)
REDWOOD COAST MEDICAL SERVICES,46900 OCEAN DR,,Gualala,CA,95445,2022-07-11T00:00:00.000,,,POINT (-123.5782 38.804595)
Optum Serve - Half Moon Bay,535 Kelly Avenue,ATTN: Eddie Behle,Half Moon Bay,CA,94019,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-122.48456 37.61536)
HAZEL HAWKINS MEMORIAL HOSPITAL,911 Sunset drive,,Hollister,CA,95023,2022-07-12T00:00:00.000,,,POINT (-121.38623 36.83492)
Optum Serve - Holl Tres Pinos,"930 Sunset Drive,",Building 2 Ste B,Hollister,CA,95023,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-121.38564 36.83545)
Optum Serve - Hollister,"930 Sunset Drive, Building 2",Ste B,Hollister,CA,95023,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-121.38564 36.83545)
CVS STORE #08850,19121 BEACH BOULEVARD,CVS Pharmacy,Huntington Beach,CA,92648,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-117.9894 33.68519)
Optum Serve - Imperial Beach,425 Imperial Beach Blvd.,ATTN:COVID Testing,Imperial Beach,CA,91932,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-117.1237 32.57526)
Optum Serve - Indio,44801 Golf Center Pkwy,,Indio,CA,92201,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-116.206066 33.722213)
CVS STORE #09497,14330 CULVER DRIVE,CVS Pharmacy,Irvine,CA,92604,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-117.784367 33.705585)
Optum Serve - Tulare Hawthorne,33209 Hawthorne Road,ATTN: Traveling Team COVID Testing,Ivanhoe,CA,93235,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-119.21712 36.39296)
Optum Serve - Jurupa Valley,2500 Avalon St,ATTN: COVID Testing,Jurupa Valley,CA,92509,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-117.39486 34.014393)
CVS STORE #09195,8831 VILLA LA JOLLA DR.,CVS Pharmacy,La Jolla,CA,92037,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-117.230503 32.869265)
GONZALEZ PHARMACY,1240 N HACIENDA BLVD STE 105,,La Puente,CA,91744,2022-07-15T00:00:00.000,,,POINT (-117.94883 34.04335)
AFC URGENT CARE LADERA RANCH,"27522 ANTONIO PARKWAY, SUITE P3",,Ladera Ranch,CA,92694,,,,POINT (-117.62877 33.56338)
Optum Serve - LL Main,922 Bevins Ct,Attn: COVID testing/EOA,Lakeport,CA,95453,2022-07-08T00:00:00.000,https://lhi.care/covidtesting,,POINT (-122.92251 39.03815)
Optum Serve - Lakeport,922 Bevins Court,County of Lake Health SVC Eichelman,Lakeport,CA,95453,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-122.92251 39.03815)
ContiuEM Urgent Care,6430 South ST,,Lakewood,CA,90248,2022-07-15T00:00:00.000,,,POINT (-118.10761 33.85757)
Optum Serve - Lamont,8304 Segrue Rd,ATTN: COVID Testing - EOA/Staff,Lamont,CA,93241,2022-07-13T00:00:00.000,https://lhi.care/covidtesting,,POINT (-118.91132 35.2564)
Optum Serve - Lancaster,44818 Fern Avenue,Suite #105 COVID Traveling Team,Lancaster,CA,93534,2022-06-09T00:00:00.000,https://lhi.care/covidtesting,,POINT (-118.14393 34.69639)
WESLEY HEALTH CENTER HEALTH WELLNE,"45104 10TH ST West, Suite A",,Lancaster,CA,93534,2022-07-07T00:00:00.000,,,POINT (-118.14737 34.70292)
BARTZ ALTADONNA CHC - LANCASTER GIN,43322 GINGHAM AVE,Suite 105,Lancaster,CA,93535,2022-07-14T00:00:00.000,,,POINT (-118.12175 34.67013)
Optum Serve - Lanc N 170,41625 N 170th St East,Wed Only,Lancaster,CA,93535,2022-06-09T00:00:00.000,https://lhi.care/covidtesting,,POINT (-117.82715 34.63981)
Optum Serve - Lodi,415 S Sacramento St,ATTN: COVID Testing,Lodi,CA,95240,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-121.27311 38.12856)
Optum Serve - Lone Pine,310 N Jackson Street,,Lone Pine,CA,93545,2022-07-11T00:00:00.000,https://lhi.care/covidtesting,,POINT (-118.063025 36.60764)
CarbonHealth - Ocean Blvd,"555 E Ocean Blvd, Unit 110",,Long Beach,CA,90802,2022-06-06T00:00:00.000,,,POINT (-118.18569 33.76691)
CVS STORE #08876,233 EAST WILLOW STREET,CVS Pharmacy,Long Beach,CA,90806,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-118.19103 33.80481)
HOMEBASE MEDICAL,3800 Kilroy Airport Way,Ste 100 - HBM,Long Beach,CA,90806,,,,POINT (-118.14618 33.80734)
Healthcare in Action,3800 Kilroy Airport Way STE 100,,Long Beach,CA,90806,2022-07-08T00:00:00.000,,,POINT (-118.14618 33.80734)
THE CHILDRENS CLINIC FHC SMTF,455 e. Columbia st suite 201,,Long Beach,CA,90806,2022-07-14T00:00:00.000,,,POINT (-118.18737 33.80937)
CarbonHealth - Long Beach,2010 E Carson St,,Long Beach,CA,90807,2022-06-22T00:00:00.000,,,POINT (-118.16709 33.83206)
Optum Serve - LA E 103,1335 East 103rd Street,Thurs and Fri Only,Los Angeles,CA,90002,2022-07-14T00:00:00.000,https://lhi.care/covidtesting,,POINT (-118.2514 33.94452)
KEDREN COMMUNITY CARE CLINIC,4211 S Avalon Blvd Ste A,,Los Angeles,CA,90011,2022-06-28T00:00:00.000,http://www.kedrenmentalhealth.com,323-432-5122,POINT (-118.26548 34.00721)
Grand Specialty Pharmacy,1513 S Grand Ave #100,,Los Angeles,CA,90015,,,,POINT (-118.26663 34.03619)
WALGREENS STORE #07016,3724 CRENSHAW BLVD,,Los Angeles,CA,90016,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-3724+crenshaw+blvd-los-angeles-ca-90016/id=7016,,POINT (-118.33499 34.02016)
AMERICAN INSTITUTE OF RESEARCH,1127 WILSHIRE BLVD,Suite 809,Los Angeles,CA,90017,2022-07-14T00:00:00.000,,,POINT (-118.26382 34.05315)
CVS STORE #10614,812 S GRAND AVE,CVS Pharmacy,Los Angeles,CA,90017,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-118.25853 34.04506)
WALGREENS STORE #05879,3201 W 6TH ST,,Los Angeles,CA,90020,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-3201+w+6th+st-los-angeles-ca-90020/id=5879,,POINT (-118.29222 34.06376)
UNIVERSAL COMMUNITY HEALTH CENTER,1005 E Washington Blvd,,Los Angeles,CA,90021,2022-07-05T00:00:00.000,http://www.uchcla.org,323-233-3100,POINT (-118.25292 34.02598)
ATLANTIC PHARMACY,5119  E. BEVERLY BLVD.,,Los Angeles,CA,90022,2022-07-15T00:00:00.000,,,POINT (-118.15471 34.03313)
CVS STORE #09576,10889 WELLWORTH AVENUE,CVS Pharmacy,Los Angeles,CA,90024,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-118.4423 34.0572)
CarbonHealth - Sunset (Echo Park),"2110 Sunset Boulevard, Suite M",,Los Angeles,CA,90026,2022-05-23T00:00:00.000,,,POINT (-118.26406 34.07718)
APHCVLOS FELIZ HEALTH CENTER,1530 Hillhurst Ave,,Los Angeles,CA,90027,2022-07-14T00:00:00.000,http://www.aphcv.org,323-644-3888,POINT (-118.28724 34.09931)
KECK HOSPITAL OF USC,1500 San Pablo Street,,Los Angeles,CA,90033,2022-07-15T00:00:00.000,,,POINT (-118.20301 34.06199)
Robertson Specialty Pharmacy (Test,1700 s robertson blvd,Optional,Los Angeles,CA,90035,,,,POINT (-118.38527 34.04857)
SJWCFC S MARK TAPER FDN CD  ENV HC,808 W 58th St,,Los Angeles,CA,90037,2022-07-15T00:00:00.000,http://wellchild.org,323-541-1411,POINT (-118.287378 33.989703)
SABAN COMM CLINIC PHARM MELROSE,5205 Melrose Ave,,Los Angeles,CA,90038,2022-07-14T00:00:00.000,,,POINT (-118.31397 34.08365)
LA COMPOUNDING PHARMACY,8600 WEST 3RD STREET SUITE 1,,Los Angeles,CA,90048,2022-07-07T00:00:00.000,,,POINT (-118.37992 34.07344)
SABAN COMM CLINIC PHARM BEVERLY,8405 Beverly Blvd,,Los Angeles,CA,90048,2022-07-14T00:00:00.000,,,POINT (-118.3734 34.07634)
BRUCE TORKAN FATIMA MEDICAL CLINIC,820 S ALVARADO ST SUITE A,,Los Angeles,CA,90057,2022-07-13T00:00:00.000,,,POINT (-118.27807 34.05419)
Clinica Msr. Oscar A. Romero,123 S. Alvarado St.,,Los Angeles,CA,90057,2022-07-15T00:00:00.000,,,POINT (-118.27088 34.06615)
Optum Serve - LA E 126th,12645 Wadsworth Ave,,Los Angeles,CA,90059,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-118.26095 33.91839)
Optum Serve - LA Wadsworh,900 East 126th Street,Attn: Paula Siler/ COVID Supplies,Los Angeles,CA,90059,2022-07-14T00:00:00.000,https://lhi.care/covidtesting,,POINT (-118.259035 33.918545)
Optum Serve - LA E 1st,4021 East 1st street,Deliveries Mon-Wed Attn COVID Bus,Los Angeles,CA,90063,2022-07-13T00:00:00.000,https://lhi.care/covidtesting,,POINT (-118.17798 34.03662)
WALGREENS STORE #12419,11795 W OLYMPIC BLVD,,Los Angeles,CA,90064,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-11795+w+olympic+blvd-los-angeles-ca-90064/id=12419,,POINT (-118.44964 34.03357)
CarbonHealth - Washington Blvd,13365 washington blvd 7th fl,,Los Angeles,CA,90066,2022-07-15T00:00:00.000,,,POINT (-118.444145 33.99255)
RONALD REAGAN UCLA MEDICAL CENTER,662 GAYLEY AVE B504A,,Los Angeles,CA,90095,2022-07-15T00:00:00.000,,,POINT (-118.44605 34.06836)
Optum Serve - Los Banos,403 F Street,ATTN: Front Office,Los Banos,CA,93635,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-120.84764 37.0654)
Optum Serve - Madera,1604 Sunrise Ave,Van Alen Hal Att: COVID TESTING EOA,Madera,CA,93638,2022-07-13T00:00:00.000,https://lhi.care/covidtesting,,POINT (-120.03651 36.95925)
Optum Serve - Madera W Cleveland,1604 Sunrise Ave,Dept Of Public Health Attn: Chris J,Madera,CA,93638,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-120.08305 36.97452)
MAMMOTH HOSPITAL,85 SIERRA PARK ROAD,,Mammoth Lakes,CA,93546,2022-07-05T00:00:00.000,,,POINT (-118.96319 37.64368)
Optum Serve - Mammoth Lakes,1000 Canyon Blvd,Mono Cty Public Health. Jen Burrows,Mammoth Lakes,CA,93546,2022-07-14T00:00:00.000,https://lhi.care/covidtesting,,POINT (-118.962755 37.64518)
CVS STORE #09496,2900 N. SEPULVEDA BLVD.,CVS Pharmacy,Manhattan Beach,CA,90266,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-118.394345 33.8968)
CVS STORE #08871,13171 MINDANAO WAY,CVS Pharmacy,Marina Del Rey,CA,90292,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-118.43862 33.98459)
Optum Serve - Mariposa,5362 Lemee Lane,Optum-Mariposa Mini Bus COVID,Mariposa,CA,95338,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-119.98486 37.49965)
Optum Serve - Merced,260 E 15th St.,Merced County Department of Public,Merced,CA,95341,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-120.4711 37.29373)
Dignity GoHealth Urgent Care,750 Redwood Highway,Ste 1204,Mill Valley,CA,94941,2022-07-06T00:00:00.000,,,POINT (-122.51585 37.89489)
CVS Store #09161,45 N MILPITAS BLVD,CVS Pharmacy,Milpitas,CA,95035,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-121.901765 37.433615)
Optum Serve - Milpitas,40 N Milipitas Blvd,Barbara Lee Senior Center,Milpitas,CA,95035,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-121.90116 37.43799)
CVS STORE #09485,25272 MARGUERITE PKY,CVS Pharmacy,Mission Viejo,CA,92692,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-117.65734 33.59544)
Optum Serve - Rosamond,15580 O St,COVID Testing EOA,Mojave,CA,93501,2022-07-14T00:00:00.000,https://lhi.care/covidtesting,,POINT (-118.16714 35.05252)
Optum Serve - Montclair,4985 RICHTON ST,COVID Mobile BUs,Montclair,CA,91763,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-117.69676 34.0953)
BeverlyCare,101 E Beverly Bouelvard,Suite 104A,Montebello,CA,90640,2022-07-06T00:00:00.000,,,POINT (-118.09843 34.01482)
Optum Serve - Montebello,1600 W. Beverly Blvd,COVID Supplies,Montebello,CA,90640,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-118.11643 34.02028)
CVS STORE #09647,2037 VERDUGO BLVD.,CVS Pharmacy,Montrose,CA,91020,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-118.22131 34.20482)
Optum Serve - Moorpark Poindexter,7075 Campus Road,COVID Testing/ Melissa LaBelle,Moorpark,CA,93021,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-118.83353 34.30256)
Optum Serve - Moorpark Tierra,4500 Tierra Rejada Road,Moorpark High School,Moorpark,CA,93021,2022-07-15T00:00:00.000,https://lhi.care/covidtesting,,POINT (-118.86796 34.26218)
Optum Serve - Moreno Valley,13671 Frederick Street,,Moreno Valley,CA,92553,2022-07-14T00:00:00.000,https://lhi.care/covidtesting,,POINT (-117.261895 33.923375)
RIVERSIDE UNIVERSITY HEALTH SYSTEM,26520 CACTUS AVE,Dept of Pharmacy,Moreno Valley,CA,92555,2022-06-22T00:00:00.000,,,POINT (-117.195795 33.911965)
CVS Store #09342,16995 WALNUT GROVE DR.,CVS Pharmacy,Morgan Hill,CA,95037,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-121.63843 37.12922)
