State Date       Time   Providers Details
CA    2022-04-13 06-01  +6        ['CA,Los Angeles,90029,John Wesley Health Center Vermont', 'CA,Moreno Valley,92555,Riverside University Health System', 'CA,Oakland,94601,Achch Program', 'CA,Palm Desert,92211,Coachella Valley Pharmacy', 'CA,Palm Springs,92262,Desert Oasis Healthcare Medical Gro', 'CA,Riverside,92505,Kaiser Permanente - Riverside']
CA    2022-04-13 06-01  -2        ['CA,Huntington Park,90255,Angeles Community Health Center', 'CA,Oakland,94609,Childrens Hospital Oakland Primcare']
CA    2022-04-14 06-54  +2        ['CA,Riverside,92504,Riverside Neighborhood Hlth Ctr', 'CA,San Diego,92105,Midcity Comm Clinic']
CA    2022-04-14 06-54  -3        ['CA,Arcadia,91007,Cvs Store #09721', 'CA,Salinas,93906,Cnty Of Monterey - Laurel Fam Prac', 'CA,San Diego,92117,Cvs Store #09175']
CA    2022-04-15 06-04  +1        ['CA,Arcadia,91007,Cvs Store #09721']
CA    2022-04-16 05-34  +2        ['CA,Beverly Hills,90211,Beverly Hills Medical Plaza Pharm', 'CA,Los Angeles,90011,Vernon Central Botica Pharmacy']
CA    2022-04-19 05-39  +1        ['CA,Lancaster,93534,Wesley Health Center Health Wellne']
CA    2022-04-21 05-29  +5        ['CA,Los Angeles,90038,Saban Comm Clinic Pharm Melrose', 'CA,Los Angeles,90048,Saban Comm Clinic Pharm Beverly', 'CA,Salinas,93906,Cnty Of Monterey - Laurel Fam Prac', 'CA,San Diego,92113,Logan Heights Family Health Center', 'CA,San Diego,92117,Cvs Store #09175']
CA    2022-04-22 11-14  +1        ['CA,Long Beach,90806,Healthcare In Action']
CA    2022-04-23 05-25  +4        ['CA,Arcadia,91006,Arcadia Medical Pharmacy', 'CA,Los Angeles,90022,Atlantic Pharmacy', 'CA,Los Angeles,90048,La Compounding Pharmacy', 'CA,Mountain View,94040,Cogent Family Healthcare']
CA    2022-04-26 05-21  +1        ['CA,Oakland,94609,Childrens Hospital Oakland Primcare']
CA    2022-04-26 05-21  -1        ['CA,Watsonville,95076,Salud Para La Gente Inc']
CA    2022-04-27 05-23  +1        ['CA,Watsonville,95076,Salud Para La Gente Inc']
CA    2022-04-27 05-23  -1        ['CA,Oakland,94601,Achch Program']
CA    2022-04-28 05-15  +1        ['CA,Los Angeles,90057,Clinica Msr. Oscar A. Romero']
CA    2022-04-29 05-14  +2        ['CA,Fort Irwin,92310,Weed Army Community Hospital', 'CA,Hollister,95023,Nob Hill #605']
CA    2022-04-30 05-16  +3        ['CA,Fresno,93720,Baz Allergy Fresno', 'CA,Marysville,95901,Peach Tree Clinic - Glenn Palmbaum', 'CA,Yuba City,95991,Ampla Health Yuba City Medical']
CA    2022-05-03 06-05  +1        ['CA,Hollister,95023,Icare Pharmacy 2 Inc']
CA    2022-05-03 06-05  -1        ['CA,Riverside,92504,Riverside Neighborhood Hlth Ctr']
CA    2022-05-05 09-50  +1        ['CA,Travis Afb,94535,60 Mdss/Sgslm']
CA    2022-05-05 09-50  -1        ['CA,San Diego,92113,Logan Heights Family Health Center']
CA    2022-05-06 06-12  -1        ['CA,National City,91950,San Ysidro Hlth Paradise Hills']
CA    2022-05-07 05-45  +152      ['CA,Anaheim,92804,Etn Medical Infusion Center', 'CA,Antioch,94531,Optum Serve - Antioch', 'CA,Apple Valley,92308,Optum Serve - Apple Valley', 'CA,Bakersfield,93304,Optum Serve - Bakersfield', 'CA,Barstow,92311,Optum Serve - Barstow', 'CA,Beaumont,92223,Optum Serve - Beaumont', 'CA,Bell,90201,Optum Serve - Bell', 'CA,Berkekey,94710,Optum Serve - Berkeley', 'CA,Berkeley,94710,Optum Serve - City Of Berkeley 6Th', 'CA,Bishop,93514,Optum Serve - Bishop', 'CA,Bloomington,92316,Optum Serve - Bloomington', 'CA,Brawley,92227,Optum Serve - Brawley', 'CA,Brentwood,94513,Optum Serve - Brentwood', 'CA,Camarillo,93010,Optum Serve - Camarillo', 'CA,Cathedral City,92234,Optum Serve - Cathedral City', 'CA,Chico,95929,Optum Serve - Chico', 'CA,Chino,91710,Optum Serve - Chino', 'CA,Chula Vista,91910,Optum Serve - Cv Otay Lakes', 'CA,Chula Vista,91911,Optum Serve - Cv Oleander', 'CA,Clovis,93611,Green Sports Medicine Inc', 'CA,Clovis,93611,Premium Urgent Care', 'CA,Coalinga,93210,Optum Serve - Coalinga', 'CA,Corte Madera,94925,Carbon Health - Corte Madera', 'CA,Crescent City,95531,Optum Serve - Crescent', 'CA,Cudahy,90201,Optum Serve - Cudahy', 'CA,Delano,93215,Optum Serve - Delano', 'CA,Desert Hot Springs,92240,Optum Serve - Desert Hot Springs', 'CA,Dinuba,93618,Optum Serve - Dinuba', 'CA,El Cajon,92020,Optum Serve - El Cajon', 'CA,El Centro,92243,Optum Serve - El Centro', 'CA,Escondido,92025,Optum Serve - Escondido', 'CA,Eureka,95501,Optum Serve - Arcata', 'CA,Eureka,95501,Optum Serve - Eureka', 'CA,Felton,95018,Optum Serve - Felton', 'CA,Fillmore,93015,Optum Serve - Fillmore', 'CA,French Camp,95231,Optum Serve - French Camp', 'CA,Fresno,93741,Optum Serve - Fresno', 'CA,Gilroy,95020,Optum Serve - Gilroy', 'CA,Glendale,91205,Abm Pharmacy', 'CA,Goleta,93117,Optum Serve - Goleta', 'CA,Gonzales,93926,Optum Serve - Gonzales', 'CA,Grass Valley,95945,Optum Serve - Grass Valley', 'CA,Greenfield,93927,Optum Serve - Greenfield', 'CA,Grover Beach,93433,Optum Serve - Grover', 'CA,Half Moon Bay,94019,Optum Serve - Half Moon Bay', 'CA,Hollister,95023,Optum Serve - Holl Tres Pinos', 'CA,Hollister,95023,Optum Serve - Hollister', 'CA,Hopland,95449,Optum Serve - Hopland', 'CA,Imperial Beach,91932,Optum Serve - Imperial Beach', 'CA,Indio,92201,Optum Serve - Indio', 'CA,Jurupa Valley,92509,Optum Serve - Jurupa Valley', 'CA,Lakeport,95453,Optum Serve - Lakeport', 'CA,Lamont,93241,Optum Serve - Lamont', 'CA,Lancaster,93534,Optum Serve - Lancaster', 'CA,Lancaster,93535,Optum Serve - Lanc N 170', 'CA,Lodi,95240,Optum Serve - Lodi', 'CA,Lone Pine,93545,Optum Serve - Lone Pine', 'CA,Los Angeles,90002,Optum Serve - La E 103', 'CA,Los Angeles,90015,Grand Specialty Pharmacy', 'CA,Los Angeles,90016,Optum Serve - La Crenshaw', 'CA,Los Angeles,90059,Optum Serve - La E 126Th', 'CA,Los Angeles,90063,Optum Serve - La E 1St', 'CA,Los Banos,93635,Optum Serve - Los Banos', 'CA,Lower Lake,95457,Optum Serve - Ll Main', 'CA,Madera,93638,Optum Serve - Madera', 'CA,Madera,93638,Optum Serve - Madera W Cleveland', 'CA,Mammoth Lakes,93546,Optum Serve - Mammoth Lakes', 'CA,Mariposa,95338,Optum Serve - Mariposa', 'CA,Merced,95341,Optum Serve - Merced', 'CA,Milpitas,95035,Optum Serve - Milpitas', 'CA,Montclair,91763,Optum Serve - Montclair', 'CA,Montebello,90640,Optum Serve - Montebello', 'CA,Moorpark,93021,Optum Serve - Moorpark Poindexter', 'CA,Moorpark,93021,Optum Serve - Moorpark Tierra', 'CA,Moreno Valley,92553,Optum Serve - Moreno Valley', 'CA,Napa,94558,Optum Serve - Napa', 'CA,Napa,94558,Optum Serve - Nvcd', 'CA,National City,91950,Optum Serve - National City', 'CA,Oceanside,92056,Optum Serve - Oceanside', 'CA,Orland,95963,Optum Serve - Orland', 'CA,Orosi,93647,Optum Serve - Orosi', 'CA,Oroville,95965,Optum Serve - Oroville', 'CA,Oxnard,93030,Optum Serve - Oxnard', 'CA,Oxnard,93033,Optum Serve - Vent E Bard', 'CA,Pacific Grove,93950,Optum Serve - Pacific Grove', 'CA,Paramount,90723,Optum Serve - Paramount', 'CA,Pasadena,91104,Optum Serve - Pasadena', 'CA,Paso Robles,93446,Optum Serve - Paso Robles', 'CA,Perris,92570,Optum Serve - Perris', 'CA,Placerville,95667,Optum Serve - Placerville', 'CA,Pleasant Hill,94523,Optum Serve - Pleasant Hill', 'CA,Pleasanton,94568,Optum Serve - Pleasanton', 'CA,Porterville,93257,Optum Serve - Porterville', 'CA,Rancho Cucamonga,91730,Optum Serve - Rancho', 'CA,Red Bluff,96080,Optum Serve - Red Bluff', 'CA,Redding,96001,Optum Serve - Redding', 'CA,Reedley,93654,Optum Serve - Reedley', 'CA,Riverside,92501,Optum Serve - Riverside', 'CA,Rosamond,93560,Optum Serve - Rosamond', 'CA,Roseville,95661,Optum Serve - Roseville', 'CA,Salida,95368,Optum Serve - Salida', 'CA,Salinas,93906,Optum Serve - Salinas', 'CA,Salsalito,94965,Optum Serve - Sausalito', 'CA,San Diego,92110,Optum Serve - San Diego', 'CA,San Diego,92134,Nmc San Diego Ca', 'CA,San Francisco,94080,Optum Serve - Sf Grove', 'CA,San Francisco,94102,Carbon Health - Castro', 'CA,San Francisco,94102,Optum Serve - Sf Van Ness', 'CA,San Francisco,94105,Carbon Health - Hills Plaza', 'CA,San Francisco,94122,Carbon Health - Ca Irving St', 'CA,San Francisco,94132,Carbon Health - Sf Stonestown', 'CA,San Jose,95131,Optum Serve - Sj Ridder', 'CA,San Jose,95138,Optum Serve - Sj Almaden', 'CA,San Leandro,94579,Optum Serve - San Leandro', 'CA,San Luis Obispo,93401,Optum Serve - San Luis Obispo', 'CA,San Pablo,94806,Optum Serve - San Pablo', 'CA,San Rafael,94901,Optum Serve - Sr Francisco', 'CA,San Rafael,94901,Optum Serve - Sr Kerner', 'CA,Sanger,93657,Optum Serve -Sanger', 'CA,Santa Cruz,95060,Optum Serve - Santa Cruz', 'CA,Santa Maria,93458,Optum Serve - Santa Maria', 'CA,Santa Monica,90405,Optum Serve - Santa Monica', 'CA,Santa Rosa,95404,Optum Serve - Santa Rosa A Location', 'CA,Santa Rosa,95404,Optum Serve - Santa Rosa B Location', 'CA,Seaside,93955,Optum Serve - Seaside', 'CA,Soledad,93960,Optum Serve - Soledad', 'CA,Sonora,95370,Optum Serve - Sonora', 'CA,South El Monte,91733,Optum Serve - South El Monte', 'CA,South Lake Tahoe,96150,Optum Serve - S Lake Tahoe', 'CA,South San Francisco,94080,Optum Serve - South San Francisco', 'CA,Sutter Creek,95685,Optum Serve - Sutter Creek', 'CA,Sylmar,91342,Optum Serve - Sylmar', 'CA,Tehachapi,93561,Optum Serve - Tehachapi', 'CA,Thousand Oaks,91360,Optum Serve - Thousand Oaks', 'CA,Truckee,96161,Optum Serve - Truckee', 'CA,Tulare,93274,Optum Serve - Tulare', 'CA,Turlock,95380,Optum Serve - Turlock', 'CA,Ukiah,95482,Optum Serve - Ukiah', 'CA,Upland,91786,Optum Serve - Upland', 'CA,Vacaville,95688,Optum Serve - Vacaville', 'CA,Vallejo,94590,Optum Serve - Vallejo', 'CA,Van Nuys,91406,Optum Serve - Van Nuys', 'CA,Ventura,93003,Optum Serve - Ventura Valentine', 'CA,Vernon,90058,Optum Serve - Vernon', 'CA,Visalia,93277,Optum Serve - Orosi Mooney Blvd', 'CA,Wasco,93280,Optum Serve - Wasco', 'CA,Watsonville,95076,Optum Serve - Watsonville', 'CA,Woodland,95776,Optum Serve - Woodland', 'CA,Yosemite National Park,95389,Optum Serve - Yosemite', 'CA,Yuba City,95991,Optum Serve - Yuba', 'CA,Yucaipa,92399,Optum Serve - Yucaipa', 'CA,Yucca Valley,92284,Optum Serve - Twentynine Palms']
CA    2022-05-07 05-45  -2        ['CA,San Joaquin,93660,San Joaquin Health Center', 'CA,Visalia,93291,Fam Hc Netw - Visalia Bridge Hc']
CA    2022-05-10 06-07  +7        ['CA,Atascadero,93422,Med Plus Atascadero', 'CA,Calabasas,91302,Dr. Pharmacy Rx', 'CA,National City,91950,San Ysidro Hlth Paradise Hills', 'CA,San Bernardino,92401,Inland Fam Comm Hlth Ctr', 'CA,San Luis Obispo,93407,Ca Poly State University - Slo', 'CA,San Rafael,94901,Carbon Health - San Rafael', 'CA,Visalia,93647,Optum Serve - Orosi']
CA    2022-05-10 06-07  -2        ['CA,Orosi,93647,Optum Serve - Orosi', 'CA,San Jose,95126,Valley Hlth Ctr Lenzen']
CA    2022-05-11 06-51  +6        ['CA,Bishop,93514,Dwaynes Friendly Pharmacy', 'CA,El Segundo,90245,61 Mdss/Sgsm Lax - La Afb', 'CA,North Hollywood,91605,Valley Comm Hlthcare', 'CA,San Jose,95126,Valley Hlth Ctr Lenzen', 'CA,Santa Cruz,95060,Emeline Hlth Ctr', 'CA,Shingletown,96088,Shingletown Med Ctr']
CA    2022-05-12 09-49  +4        ['CA,Arcadia,91007,Arcadia Medical Pharmacy', 'CA,Berkeley,94710,W Berkeley Fam Prac', 'CA,Fresno,93722,United Health Centers Admin', 'CA,San Dimas,91773,San Dimas Pharmacy']
CA    2022-05-12 09-49  -3        ['CA,Arcadia,91006,Arcadia Medical Pharmacy', 'CA,Hollister,95023,Icare Pharmacy 2 Inc', 'CA,Hollister,95023,Nob Hill #605']
CA    2022-05-13 06-07  +2        ['CA,Anaheim,92805,Kcs Hlth Ctr Anaheim', 'CA,Los Angeles,90027,Aphcvlos Feliz Health Center']
CA    2022-05-13 06-07  -12       ['CA,Cathedral City,92234,Optum Serve - Cathedral City', 'CA,Chico,95929,Optum Serve - Chico', 'CA,Crescent City,95531,Optum Serve - Crescent', 'CA,El Centro,92243,Optum Serve - El Centro', 'CA,Fort Irwin,92310,Weed Army Community Hospital', 'CA,Los Angeles,90020,Walgreens Store #05879', 'CA,Los Angeles,90029,John Wesley Health Center Vermont', 'CA,Madera,93638,Optum Serve - Madera W Cleveland', 'CA,Merced,95341,Optum Serve - Merced', 'CA,Pleasanton,94568,Optum Serve - Pleasanton', 'CA,Santa Rosa,95404,Optum Serve - Santa Rosa A Location', 'CA,Santa Rosa,95404,Optum Serve - Santa Rosa B Location']
CA    2022-05-14 08-48  +7        ['CA,Fresno,93710,Ucsf Fresno Mobile Heal', 'CA,Glendora,91740,Monarch Pharmacy Glendora', 'CA,Irvine,92697,Uci Student Health Center Pharmacy', 'CA,Ladera Ranch,92694,Afc Urgent Care Ladera Ranch', 'CA,Los Angeles,90020,Walgreens Store #05879', 'CA,Pacoima,91331,Optum Serve - Pacoima', 'CA,Visalia,93291,Fam Hc Netw - Visalia Bridge Hc']
CA    2022-05-14 08-48  -2        ['CA,Dana Point,92629,Cvs Store #09912', 'CA,Lake Forest,92630,Cvs Store #09587']
CA    2022-05-15 05-53  -2        ['CA,Lemoore,93246,Nh Lemoore Ca', 'CA,Vandenberg,93437,30 Mdss/Sgsm']
CA    2022-05-17 05-27  +6        ['CA,Burbank,91506,Mend Urgent Care - Burbank', 'CA,Napa,94559,Urgent Care - Telehealth Napa', 'CA,Novato,94945,Carbon Health - Novato', 'CA,Oakland,94601,Achch Program', 'CA,San Diego,92113,Logan Heights Family Health Center', 'CA,Sherman Oaks,91403,Mend Urgent Care - Van Nuys']
CA    2022-05-17 05-27  -2        ['CA,Atascadero,93422,Med Plus Atascadero', 'CA,San Jose,95126,Valley Hlth Ctr Lenzen']
CA    2022-05-18 05-40  +1        ['CA,Atascadero,93422,Med Plus Atascadero']
CA    2022-05-18 05-40  -1        ['CA,Los Angeles,90022,Altamed Pharmacy - Commerce']
CA    2022-05-19 05-24  +2        ['CA,Los Angeles,90011,Kedren Community Care Clinic', 'CA,Oceanside,92055,Nh Camp Pendleton Ca']
CA    2022-05-21 05-54  +15       ['CA,Antioch,94531,Carbonhealth - Antioch', 'CA,Cerritos,90703,Carbonhealth - Cerritos', 'CA,Colton,92324,Optum Serve - Ventura Colton', 'CA,Ivanhoe,93235,Optum Serve - Tulare Hawthorne', 'CA,Long Beach,90807,Carbonhealth - Long Beach', 'CA,Los Angeles,90059,Optum Serve - La Wadsworh', 'CA,Mckinleyville,95519,Optum Serve - Mckinleyville', 'CA,Newbury Park,91320,Optum Serve - Ventura Mitchell Rd', 'CA,Oxnard,93030,Optum Serve - Ventura Bernoulli', 'CA,San Francisco,94105,Optum Serve - Sf N Montgomery', 'CA,San Mateo,94402,Optum Serve - San Mateo', 'CA,Sherman Oaks,91403,Carbonhealth - Sherman Oaks', 'CA,Suite 21837,91364,Carbonhealth - Warner Plaza', 'CA,Ukiah,95482,Optum Serve - Mendocino N State', 'CA,Ventura,93001,Optum Serve - Ventura W Stanley']
CA    2022-05-22 09-06  +2        ['CA,Los Angeles,90057,Bruce Torkan Fatima Medical Clinic', 'CA,Santa Barbara,93110,Sansum Clinic']
CA    2022-05-25 05-39  +12       ['CA,Eureka,95501,Optum Serve - Mckinleyville', 'CA,Gualala,95445,Redwood Coast Medical Services', 'CA,Lakeport,95453,Optum Serve - Ll Main', 'CA,Milpitas,95035,Optum Serve - Gilroy', 'CA,Oxnard,93030,Optum Serve - Camarillo', 'CA,Oxnard,93033,Optum Serve - Moorpark Tierra', 'CA,Riverside,92504,Riverside Neighborhood Hlth Ctr', 'CA,San Francisco,94105,Optum Serve - Sf Van Ness', 'CA,Ukiah,95482,Optum Serve - Hopland', 'CA,Vandenberg,93437,30 Mdss/Sgsm', 'CA,Visalia,93277,Optum Serve - Orosi', 'CA,Visalia,93277,Optum Serve - Porterville']
CA    2022-05-25 05-39  -11       ['CA,Camarillo,93010,Optum Serve - Camarillo', 'CA,Gilroy,95020,Optum Serve - Gilroy', 'CA,Hopland,95449,Optum Serve - Hopland', 'CA,Lower Lake,95457,Optum Serve - Ll Main', 'CA,Mckinleyville,95519,Optum Serve - Mckinleyville', 'CA,Moorpark,93021,Optum Serve - Moorpark Tierra', 'CA,Panorama City,91402,Mission Community Hospital', 'CA,Porterville,93257,Optum Serve - Porterville', 'CA,San Francisco,94102,Optum Serve - Sf Van Ness', 'CA,Twentynine Palms,92278,Nh Twentynine Palms Ca', 'CA,Visalia,93647,Optum Serve - Orosi']
CA    2022-05-26 10-27  +2        ['CA,Oakland,94607,West Oakl Hlth Ctr', 'CA,Stockton,95205,Optum Serve - French Camp']
CA    2022-05-26 10-27  -2        ['CA,French Camp,95231,Optum Serve - French Camp', 'CA,San Luis Obispo,93407,Ca Poly State University - Slo']
CA    2022-05-28 05-34  +3        ['CA,Beverly Hills,90211,Rx Unlimited', 'CA,Hollister,95023,Hazel Hawkins Memorial Hospital', 'CA,Tracy,95304,Larch Clover Community Center']
CA    2022-05-29 05-31  +2        ['CA,Mammoth Lakes,93546,Mammoth Hospital', 'CA,Oxnard,93030,Focil Med - Augusto Focil, Md, Mph']
CA    2022-05-31 08-55  +1        ['CA,Mill Valley,94941,Dignity Gohealth Urgent Care']
CA    2022-05-31 08-55  -3        ['CA,Bakersfield,93309,Omni Family Health', 'CA,Oakland,94609,Childrens Hospital Oakland Primcare', 'CA,San Luis Obispo,93405,Med + Stop Urgent Care Center']
CA    2022-06-01 05-37  +2        ['CA,Bakersfield,93309,Omni Family Health', 'CA,San Luis Obispo,93405,Med + Stop Urgent Care Center']
CA    2022-06-02 07-53  +1        ['CA,Cambria,93428,Cambria Drug And Gift']
CA    2022-06-02 07-53  -4        ['CA,El Monte,91732,Scmc - El Monte', 'CA,Los Angeles,90011,Kedren Community Care Clinic', 'CA,National City,91950,San Ysidro Hlth Paradise Hills', 'CA,Van Nuys,91411,Scmc Van Nuys']
CA    2022-06-03 08-49  +2        ['CA,Oakland,94609,Childrens Hospital Oakland Primcare', 'CA,San Luis Obispo,93407,Ca Poly State University - Slo']
CA    2022-06-04 19-10  +2        ['CA,Fresno,93706,Optum Serve - Fresno', 'CA,Oxnard,93033,Las Islas Family Med Group North']
CA    2022-06-04 19-10  -1        ['CA,Fresno,93741,Optum Serve - Fresno']
CA    2022-06-05 08-48  +6        ['CA,Corte Madera,94925,Carbonhealth - Corte Madera', 'CA,Novato,94945,Carbonhealth - Novato', 'CA,San Francisco,94102,Carbonhealth - Castro', 'CA,San Francisco,94122,Carbonhealth - Ca Irving St', 'CA,San Rafael,94901,Carbonhealth - San Rafael', 'CA,Sanger,93657,Optum Serve - Sanger']
CA    2022-06-05 08-48  -6        ['CA,Corte Madera,94925,Carbon Health - Corte Madera', 'CA,Novato,94945,Carbon Health - Novato', 'CA,San Francisco,94102,Carbon Health - Castro', 'CA,San Francisco,94122,Carbon Health - Ca Irving St', 'CA,San Rafael,94901,Carbon Health - San Rafael', 'CA,Sanger,93657,Optum Serve -Sanger']
CA    2022-06-07 05-36  +3        ['CA,Chino,91710,Chinocare\xa0 Pharmacy', 'CA,Los Angeles,90011,Kedren Community Care Clinic', 'CA,Rialto,92376,Abc Pharmacy Rialto']
CA    2022-06-07 05-36  -2        ['CA,Los Angeles,90011,Kedren Primary Care Clinic', 'CA,Los Angeles,90021,Universal Community Health Center']
CA    2022-06-08 05-41  +1        ['CA,Los Angeles,90021,Universal Community Health Center']
CA    2022-06-08 05-41  -5        ['CA,Colton,92324,Optum Serve - Ventura Colton', 'CA,Lancaster,93534,Wesley Health Center Health Wellne', 'CA,Oxnard,93033,Optum Serve - Vent E Bard', 'CA,South Lake Tahoe,96150,Optum Serve - S Lake Tahoe', 'CA,Van Nuys,91406,Optum Serve - Van Nuys']
CA    2022-06-09 04-15  +1        ['CA,Oxnard,93033,Optum Serve - Vent E Bard']
CA    2022-06-09 04-15  -10       ['CA,Fillmore,93015,Optum Serve - Fillmore', 'CA,Los Angeles,90002,Optum Serve - La E 103', 'CA,Los Angeles,90063,Optum Serve - La E 1St', 'CA,Oxnard,93030,Optum Serve - Camarillo', 'CA,Oxnard,93030,Optum Serve - Ventura Bernoulli', 'CA,Pomona,91766,Westernu Health', 'CA,Riverside,92504,Riverside Neighborhood Hlth Ctr', 'CA,San Diego,92110,Optum Serve - San Diego', 'CA,Santa Cruz,95060,Optum Serve - Santa Cruz', 'CA,Ukiah,95482,Optum Serve - Hopland']
CA    2022-06-10 04-15  +6        ['CA,Oxnard,93030,Optum Serve - Camarillo', 'CA,Oxnard,93030,Optum Serve - Ventura Bernoulli', 'CA,San Diego,92110,Optum Serve - San Diego', 'CA,Santa Cruz,95060,Optum Serve - Santa Cruz', 'CA,Ukiah,95482,Optum Serve - Hopland', 'CA,Victorville,92392,Choice Medical Group']
CA    2022-06-10 04-15  -2        ['CA,Apple Valley,92308,Optum Serve - Apple Valley', 'CA,San Luis Obispo,93401,Optum Serve - San Luis Obispo']
CA    2022-06-11 04-15  +4        ['CA,Fillmore,93015,Optum Serve - Fillmore', 'CA,Riverside,92504,Riverside Neighborhood Hlth Ctr', 'CA,San Bernardino,92407,Optum Serve - Sanbernfixedd', 'CA,San Luis Obispo,93401,Optum Serve - San Luis Obispo']
CA    2022-06-11 04-15  -6        ['CA,Coalinga,93210,Optum Serve - Coalinga', 'CA,Cudahy,90201,Optum Serve - Cudahy', 'CA,Eureka,95501,Optum Serve - Arcata', 'CA,Milpitas,95035,Optum Serve - Gilroy', 'CA,San Pablo,94806,Optum Serve - San Pablo', 'CA,Upland,91786,Optum Serve - Upland']
CA    2022-06-12 04-15  +2        ['CA,Corona Del Mar,92625,Cdm Drugs', 'CA,Los Angeles,90017,American Institute Of Research']
CA    2022-06-14 04-15  +5        ['CA,Coalinga,93210,Optum Serve - Coalinga', 'CA,Cudahy,90201,Optum Serve - Cudahy', 'CA,National City,91950,San Ysidro Hlth Paradise Hills', 'CA,South Lake Tahoe,96150,Optum Serve - S Lake Tahoe', 'CA,Upland,91786,Optum Serve - Upland']
CA    2022-06-15 04-15  +2        ['CA,Colton,92324,Optum Serve - Ventura Colton', 'CA,Eureka,95501,Optum Serve - Arcata']
CA    2022-06-15 04-15  -7        ['CA,Bakersfield,93309,Omni Family Health', 'CA,Bell,90201,Optum Serve - Bell', 'CA,La Puente,91744,Gonzalez Pharmacy', 'CA,Paramount,90723,Optum Serve - Paramount', 'CA,Salinas,93906,Optum Serve - Salinas', 'CA,San Bernardino,92407,Optum Serve - Sanbernfixedd', 'CA,Tracy,95304,Larch Clover Community Center']
CA    2022-06-16 04-15  +7        ['CA,Bakersfield,93309,Omni Family Health', 'CA,El Monte,91732,Scmc - El Monte', 'CA,Milpitas,95035,Optum Serve - Gilroy', 'CA,Paramount,90723,Optum Serve - Paramount', 'CA,San Pablo,94806,Optum Serve - San Pablo', 'CA,Van Nuys,91411,Scmc Van Nuys', 'CA,West Covina,91790,West Covina Medical Center']
