Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date
Rite Aid 11016,24 EAST AVENUE,,WELLSBORO,TIOGA,PA,16901-1612,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,
Rite Aid 10807,601 E. MAIN STREET,,BATAVIA,GENESEE,NY,14020-2827,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,80,,
Rite Aid 01413,155 E NORTHAMPTON ST,,WILKES BARRE,LUZERNE,PA,18701,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,120,,
Rite Aid 03447,126 W. MAIN STREET,,GROVE CITY,MERCER,PA,16127-1222,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,100,,
Walmart Pharmacy #700,1501 AL Highway 14 E,,Selma,DALLAS,AL,36703,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,
SMITHS PHARMACY 70600063,550 N MAIN ST,,HEBER CITY,WASATCH,UT,84032,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,100,,
Walmart Pharmacy #731,969 US Highway 80 W,,Demopolis,MARENGO,AL,36732,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,
Walmart Pharmacy #7280,5601 AL Highway 157,,Cullman,CULLMAN,AL,35058,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,
Walmart Pharmacy #468,133 Arkansas Blvd,,Texarkana,MILLER,AR,71854,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
DILLON PHARMACY 61500097,3200 PLAZA EAST DRIVE,,HUTCHINSON,RENO,KS,67502,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,200,,
Walmart Pharmacy #733,3501 20Th Ave,,Valley,CHAMBERS,AL,36854,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,
Walmart Pharmacy #5256,4201 Hargrove Rd E,,Tuscaloosa,TUSCALOOSA,AL,35405,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,
KROGER PHARMACY 03400316,4747 RESEARCH FOREST DR,,SPRING,MONTGOMERY,TX,77381,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,40,,
Walmart Pharmacy #1,2110 W WALNUT ST,,ROGERS,BENTON,AR,72756,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,,
Walmart Pharmacy #373,157 Gary Hatfield Way,,Huntsville,MADISON,AR,72740,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #930,3801 Eastern Blvd,,Montgomery,MONTGOMERY,AL,36116,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
KROGER PHARMACY 03400128,"14221 E. SAM HOUSTON PKWY, N.",,HOUSTON,HARRIS,TX,77044,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,
Weis Markets Inc,1629 S MARKET STREET,Weis Pharmacy #80,ELIZABETHTOWN,LANCASTER,PA,17022,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,100,,
KROGER PHARMACY 03500959,701 W MARSHALL AVE,,LONGVIEW,GREGG,TX,75601,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
KROGER PHARMACY 03500959,701 W MARSHALL AVE,,LONGVIEW,GREGG,TX,75601,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,20,,
Walmart Pharmacy #740,1537 S US Highway 231,,Ozark,DALE,AL,36360,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Rite Aid 03602,5675 YORK ROAD,,NEW OXFORD,ADAMS,PA,17350-9553,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,
Walmart Pharmacy #3135,717 W Berry St,,Fort Worth,TARRANT,TX,76110,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
CVS Store #10810,505 #B BEAR MOUNTAIN BLVD,CVS Pharmacy,ARVIN,KERN,CA,93203,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,,
Walmart Pharmacy #576,207 S MEMORIAL DR,,TULSA,TULSA,OK,74112,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,,
CVS Store #00418,2503 SOUTH RD.,CVS Pharmacy,POUGHKEEPSIE,DUTCHESS,NY,12601,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,120,,
CVS Store #00419,216 QUAKER ROAD,CVS Pharmacy,QUEENSBURY,WARREN,NY,12804,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,16,12/30/2021 12:00:00 AM
Walmart Pharmacy #3584,5405 S Rice Ave,,Houston,HARRIS,TX,77081,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #5122,2856 Hickory Hill Rd,,Memphis,SHELBY,TN,38115,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,140,,
Walmart Pharmacy #3044,2900 Renaissance Sq,,Fort Worth,TARRANT,TX,76105,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #5196,5255 Elvis Presley Blvd,,Memphis,SHELBY,TN,38116,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,120,,
Walmart Pharmacy #813,401 W Commerce St,,Brownwood,BROWN,TX,76801,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #395,2410 E Expressway 83,,Mission,HIDALGO,TX,78572,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
CVS Store #09532,4615 FRAZEE ROAD,CVS Pharmacy,OCEANSIDE,SAN DIEGO,CA,92057,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,40,,
CVS Store #09946,463 STONY POINT RD,CVS Pharmacy,SANTA ROSA,SONOMA,CA,95401,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
CVS Store #09946,463 STONY POINT RD,CVS Pharmacy,SANTA ROSA,SONOMA,CA,95401,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,100,,
CVS Store #09656,2771 4TH ST,CVS Pharmacy,SANTA ROSA,SONOMA,CA,95405,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,19,12/30/2021 12:00:00 AM
CVS Store #09537,1325 W. SHIELDS AVE.,CVS Pharmacy,FRESNO,FRESNO,CA,93705,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,80,,
CVS Store #08854,1750 NORTH GRAND AVENUE,CVS Pharmacy,SANTA ANA,ORANGE,CA,92705,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM
CVS Store #08862,12031 BROOKHURST STREET,CVS Pharmacy,GARDEN GROVE,ORANGE,CA,92840,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,,
CVS Store #09569,17136 MAGNOLIA ST.,CVS Pharmacy,FOUNTAIN VALLEY,ORANGE,CA,92708,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,39,12/30/2021 12:00:00 AM
CVS Store #09487,8861 GREENBACK LN,CVS Pharmacy,ORANGEVALE,SACRAMENTO,CA,95662,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,,
CVS Store #09103,318 W EL NORTE PARKWAY,CVS Pharmacy,ESCONDIDO,SAN DIEGO,CA,92026,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,
CVS Store #09724,7911 HAVEN AVE.,CVS Pharmacy,RANCHO CUCAMONGA,SAN BERNARDINO,CA,91730,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,80,,
Walmart Pharmacy #945,702 W Loop 289,,Lubbock,LUBBOCK,TX,79416,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #4299,6315 82ND ST,,LUBBOCK,LUBBOCK,TX,79424,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #3826,1911 Marsha Sharp Fwy,,Lubbock,LUBBOCK,TX,79415,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #412,1405 E Tyler St,,Athens,HENDERSON,TX,75751,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #3431,2801 E Interstate 20,,Hudson Oaks,PARKER,TX,76087,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #6370,4331 W Andrew Johnson Hwy,,Morristown,HAMBLEN,TN,37814,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #6370,4331 W Andrew Johnson Hwy,,Morristown,HAMBLEN,TN,37814,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,120,,
CVS Store #09812,2514 BERRYESSA RD,CVS Pharmacy,SAN JOSE,SANTA CLARA,CA,95132,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,100,,
Walmart Pharmacy #879,419 HIGHWAY 52 BYP W,,LAFAYETTE,MACON,TN,37083,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,120,,
Walmart Pharmacy #4130,5754 Kyle Pkwy,,Kyle,HAYS,TX,78640,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #3449,3801 E Stan Schlueter Loop,,Killeen,BELL,TX,76542,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #1958,4534 E US HIGHWAY 83,,RIO GRANDE CITY,STARR,TX,78582,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #1292,2400 N FRANKLIN ST,,CHRISTIANSBURG,MONTGOMERY,VA,24073,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,
Walmart Pharmacy #3302,9460 W Sam Houston Pkwy S,,Houston,HARRIS,TX,77099,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #900,2801 Avenue F NW,,Childress,CHILDRESS,TX,79201,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #880,4100 W Airport Fwy,,Irving,DALLAS,TX,75062,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #151,432 S George Nigh Expy,,McAlester,PITTSBURG,OK,74501,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,180,,
KROGER PHARMACY 03500530,1653 BASSWOOD BLVD,,FT WORTH,TARRANT,TX,76131,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,20,,
Walmart Pharmacy #4415,8115 N Loop Dr,,El Paso,EL PASO,TX,79907,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #206,2041 Redbud Blvd,,McKinney,COLLIN,TX,75069,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #651,4145 DOWLEN RD,,BEAUMONT,JEFFERSON,TX,77706,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #77,3701 N Main St,,Taylor,WILLIAMSON,TX,76574,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #3645,200 W Interstate 20,,Midland,MIDLAND,TX,79701,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #4503,2650 S STATE HIGHWAY 161,,GRAND PRAIRIE,DALLAS,TX,75052,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #4388,"1211 West Broad Street, Suite A",,Waynesboro,WAYNESBORO CITY,VA,22980,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,
Walmart Pharmacy #7220,1852 Sherwood Way,,San Angelo,TOM GREEN,TX,76901,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #7310,24919 Westheimer Pkwy,,Katy,FORT BEND,TX,77494,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #1118,12300 Lake June Rd,,Balch Springs,DALLAS,TX,75180,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #5317,9300 South IH 35 STE B,,Austin,TRAVIS,TX,78748,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #3015,2827 S Buckner Blvd,,Dallas,DALLAS,TX,75227,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #7362,2035 SE 34TH AVE,,AMARILLO,POTTER,TX,79103,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #462,400 Highway 35 Byp S,,Alvin,BRAZORIA,TX,77511,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #777,3115 Edgar Brown Dr,,West Orange,ORANGE,TX,77630,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #554,5610 San Bernardo Ave,,Laredo,WEBB,TX,78041,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #3623,4401 HIGHWAY 83 SOUTH,,LAREDO,WEBB,TX,78046,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #972,6360 Lake Worth Blvd,,Lake Worth,TARRANT,TX,76135,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #808,121 HIGHWAY 332 W,,LAKE JACKSON,BRAZORIA,TX,77566,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
KROGER PHARMACY 03500547,3205 MAIN ST,,FRISCO,COLLIN,TX,75034,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,40,,
Walmart Pharmacy #3234,4331 Highway 66 S,,Rogersville,HAWKINS,TN,37857,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #678,1075 Cosby Hwy,,Newport,COCKE,TN,37821,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #4692,4150 Ringgold Rd,,East Ridge,HAMILTON,TN,37412,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #330,9002 N Navarro St,,Victoria,VICTORIA,TX,77904,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #6459,960 E FM 2410 RD,,HARKER HEIGHTS,BELL,TX,76548,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #901,550 S Highway 123 Byp,,Seguin,GUADALUPE,TX,78155,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
KROGER PHARMACY 03400375,11565 S HIGHWAY 6,,SUGAR LAND,FORT BEND,TX,77478,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,20,,
KROGER PHARMACY 03400367,3820 ATASCOCITA RD,,HUMBLE,HARRIS,TX,77396,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
KROGER PHARMACY 03400367,3820 ATASCOCITA RD,,HUMBLE,HARRIS,TX,77396,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,20,,
Walmart Pharmacy #6467,450 S Southeast Loop 323,,Tyler,SMITH,TX,75702,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #3432,951 W Belt Line Rd,,Desoto,DALLAS,TX,75115,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
KROGER PHARMACY 03500509,4901 MAPLE AVE,,DALLAS,DALLAS,TX,75235,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Giant Eagle Inc.,100 Settlers Ridge Center Dr,Giant Eagle Pharmacy #0047,Pittsburgh,ALLEGHENY,PA,15205,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,100,,
K-VA-T Food Stores Inc.,603 Wood Ave. E,Food City Pharmacy #891,BIG STONE GAP,WISE,VA,24219,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,,
CVS Store #06572,1375 WEST 86TH ST.,CVS Pharmacy,INDIANAPOLIS,MARION,IN,46260,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,80,,
CVS Store #07128,2780 ESPLANADE,CVS Pharmacy,CHICO,BUTTE,CA,95973,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,
CVS Store #04539,25-43 PROSPECT ST.,CVS Pharmacy,YONKERS,WESTCHESTER,NY,10701,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,28,12/30/2021 12:00:00 AM
CVS Store #02702,465 SAND CREEK RD.,CVS Pharmacy,COLONIE,ALBANY,NY,12205,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,17,12/30/2021 12:00:00 AM
CVS Store #02961,2 E. JERICHO TPKE,CVS Pharmacy,HUNTINGTON STATION,SUFFOLK,NY,11746,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,112,12/30/2021 12:00:00 AM
CVS Store #02961,2 E. JERICHO TPKE,CVS Pharmacy,HUNTINGTON STATION,SUFFOLK,NY,11746,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,280,,
CVS Store #04096,309 BROAD ST.,CVS Pharmacy,CENTRAL FALLS,PROVIDENCE,RI,02863,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,80,,
CVS Store #03932,150 S MAIN ST,CVS Pharmacy,FORT BRAGG,MENDOCINO,CA,95437,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,
CVS Store #03934,60 N MOORPARK RD,CVS Pharmacy,THOUSAND OAKS,VENTURA,CA,91360,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,
CVS Store #06840,13085 TEGLER DRIVE,CVS Pharmacy,NOBLESVILLE,HAMILTON,IN,46060,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,60,,
CVS Store #03117,1651 BELLEVUE RD,CVS Pharmacy,ATWATER,MERCED,CA,95301,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,40,,
CVS Store #05046,839 RTE 146,CVS Pharmacy,CLIFTON PARK,SARATOGA,NY,12065,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,80,,
CVS Store #05048,1827 MAIN ST.,CVS Pharmacy,PEEKSKILL,WESTCHESTER,NY,10566,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,240,,
CVS Store #03078,2151 MEEKER AVE,CVS Pharmacy,RICHMOND,CONTRA COSTA,CA,94804,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
CVS Store #03078,2151 MEEKER AVE,CVS Pharmacy,RICHMOND,CONTRA COSTA,CA,94804,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,100,,
CVS Store #06630,711 E. JEFFERSON STREET,CVS Pharmacy,TIPTON,TIPTON,IN,46072,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
CVS Store #06648,655 S. US HIGHWAY 31,CVS Pharmacy,GREENWOOD,JOHNSON,IN,46142,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,60,,
Tops Markets LLC and Tops PT LLC,525 N FRALEY STREET,QUALITY FOOD 672,KANE,MCKEAN,PA,16735,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,
CVS Store #05809,4775 W. ROSECRANS AVE.,CVS Pharmacy,HAWTHORNE,LOS ANGELES,CA,90250,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
CVS Store #00971,150 GRANITE STREET,CVS Pharmacy,WESTERLY,WASHINGTON,RI,02891,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/27/2021 12:00:00 AM,20,12,12/30/2021 12:00:00 AM
ROUNDUP FAMILY PHARMACY,148 Main Street,ROUNDUP FAMILY PHARMACY,Roundup,MUSSELSHELL,MT,59072,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,
BROOKSHIRE GROCERY COMPANY,511 N STEWART ST,,AZLE,TARRANT,TX,76020,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,
Brookshire Grocery Company,3354 GILMER ROAD,BROOKSHIRE PHARMACY #45,LONGVIEW,GREGG,TX,75604,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
HOPE PHARMACY INC,1330 N 25TH ST,,RICHMOND,RICHMOND CITY,VA,23223,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,,
HOPE PHARMACY INC,1330 N 25TH ST,,RICHMOND,RICHMOND CITY,VA,23223,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,
DRUGCO DISCOUNT PHARMACY,312 ACADEMY ST S,,AHOSKIE,HERTFORD,NC,27910,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,0,,
HAYES BARTON PHARMACY,2000 FAIRVIEW RD,,RALEIGH,WAKE,NC,27608,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,,
CHAMBERS APOTHECARY,278 LINCOLN WAY E,,CHAMBERSBURG,FRANKLIN,PA,17201,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,120,,
LIBERTY HILL PHARMACY,13740 W STATE HWY 29,Suite 4,LIBERTY HILL,WILLIAMSON,TX,78642,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,20,,
"Professional Pharmacy of Pennsburg,",931 Main St,,Pennsburg,MONTGOMERY,PA,18073,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,,
Coastal Drug Company,204 BUTLER ST,,Midway,LIBERTY,GA,31320,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,,
Coastal Drug Company,204 BUTLER ST,,Midway,LIBERTY,GA,31320,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,180,,
SAENZ MEDICAL PHARMACY MCALLEN L,212 LINDBERG AVE,,MCALLEN,HIDALGO,TX,78501,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
Walgreens Store #11757,3925 PEACHTREE RD NE,,BROOKHAVEN,DEKALB,GA,30319,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,360,,
Walgreens Store #11138,1415 SAINT CHARLES ST,,HOUMA,TERREBONNE,LA,70360,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,,
Walgreens Store #06779,9616 HARFORD RD,,BALTIMORE,BALTIMORE,MD,21234,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,180,,
Walgreens Store #11763,701 WASHINGTON AVE,,CHESTERTOWN,KENT,MD,21620,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,200,,
Walgreens Store #05984,8 HADDON AVE,,HADDON TOWNSHIP,CAMDEN,NJ,08108,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,60,,
Walgreens Store #17128,25096 LANKFORD HIGHWAY,,ONLEY,ACCOMACK,VA,23418,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/27/2021 12:00:00 AM,20,,
Walgreens Store #10512,720 E RIDGE RD,,ROCHESTER,MONROE,NY,14621,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,100,,
Walgreens Store #11734,1315 N STATE ST,,PROVO,UTAH,UT,84604,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,140,,
JEFFERSON REGIONAL MEDICAL CTR,1600 W 40TH AVE,,PINE BLUFF,JEFFERSON,AR,71603,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,40,,
MOUNT SINAI HOSPITAL,1 Gustave Levy Place,PHARMACY,New York,NEW YORK,NY,10029,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,288,144,01/02/2022 12:00:00 AM
MOUNT SINAI HOSPITAL,1 Gustave Levy Place,PHARMACY,New York,NEW YORK,NY,10029,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/28/2021 12:00:00 AM,288,144,01/02/2022 12:00:00 AM
STATEN ISLAND UNIVERISTY-NORTH CAMP,475 SEAVIEW AVENUE,,STATEN ISLAND,RICHMOND,NY,10305,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/23/2021 12:00:00 AM,240,120,12/30/2021 12:00:00 AM
MARTIN LUTHER KING JR. COMMUNITY HO,1680 E 120TH ST,,LOS ANGELES,LOS ANGELES,CA,90059,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,80,,
PIONEERS MEMORIAL HEALTHCARE DISTRI,207 W Legion Rd,,Brawley,IMPERIAL,CA,92227,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/22/2021 12:00:00 AM,24,24,01/01/2022 12:00:00 AM
PIONEERS MEMORIAL HEALTHCARE DISTRI,207 W Legion Rd,,Brawley,IMPERIAL,CA,92227,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,01/01/2022 12:00:00 AM
KAISER PERMANENTE- SOUTH BAY,25965 SOUTH NORMANDIE AVe,NORMANDIE NORTH PHARM DEPT 24HR,HARBOR CITY,LOS ANGELES,CA,90710,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM
VALLEY HEALTH CENTER SUNNYVALE PH,660 S. FAIR OAKS AVE,Suite 1057,SUNNYVALE,SANTA CLARA,CA,94086,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,180,,
Adventist Health Castle,640 ULUKAHIKI STREET,INPATIENT PHARMACY,KAILUA,HONOLULU,HI,96734,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,,
Queens Medical Center W Oahu COVID,91-2141 Fort Weaver Road,,Ewa Beach,HONOLULU,HI,96706,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,,20,0,12/23/2021 12:00:00 AM
