Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date
POMONA VALLEY HOSPITAL MEDICAL CENT,1798 N GAREY AVE,,POMONA,LOS ANGELES,CA,91767,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
NORTHBAY MEDICAL CENTER,1200 B GALE WILSON BLVD DEPARTMENT,OF PHARMACY,FAIRFIELD,SOLANO,CA,94533,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
EMORY UNIVERSITY HOSPITAL,1364 Clifton Road N.E.,Suite EG 22 - Inpatient Pharmacy,Atlanta,DEKALB,GA,30322,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
HUNTINGTON HOSPITAL,100 W. CALIFORNIA BLVD.,,PASADENA,LOS ANGELES,CA,91105,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
STAMFORD HOSPITAL,1 HOSPITAL PLAZA,GROUND FLOOR,STAMFORD,FAIRFIELD,CT,06902,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
MIDDLESEX HOSPITAL,28 CRESCENT ST,,MIDDLETOWN,MIDDLESEX,CT,06457-3654,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
MIDDLESEX HOSPITAL,28 CRESCENT ST,,MIDDLETOWN,MIDDLESEX,CT,06457-3654,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
UCHEALTH UNIVERSITY OF COLO HOSP,12605 E 16TH AVE,In Patient Pharmacy,AURORA,ADAMS,CO,80045,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
BRISTOL HOSPITAL,41 BREWSTER RD,,BRISTOL,HARTFORD,CT,06010-5161,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
MEDSTAR GEORGETOWN UNIVER HOSPITAL,"3800 RESERVOIR RD NW,",Bles Bldg Rm BG 010,WASHINGTON,DISTRICT OF COLUMBIA,DC,20007,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
UConn Health Center John Dempsey,263 FARMINGTON AVENUE,,FARMINGTON,HARTFORD,CT,06032,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
PRESBYTERIAN ST LUKES MED CENTER,1719 E 19TH AVE,PHARMACY,DENVER,DENVER,CO,80218,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
MARTIN LUTHER KING JR. COMMUNITY HO,1680 E 120TH ST,,LOS ANGELES,LOS ANGELES,CA,90059,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
UF HEALTH PHARMACY GNV,1600 SW ARCHER RD,RM DG-16 PHARMACY STORES,GAINESVILLE,ALACHUA,FL,32610,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
ST VINCENT EVANSVILLE,3700 WASHINGTON AVE,,EVANSVILLE,VANDERBURGH,IN,47714,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
HENDRICKS REGIONAL HOSPITAL,1000 EAST MAIN STREET,Pharmacy,DANVILLE,HENDRICKS,IN,46122,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
MAJOR HOSPITAL,2451 INTELLIPLEX DR.,,SHELBYVILLE,SHELBY,IN,46176,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 N SECTION ST,,SULLIVAN,SULLIVAN,IN,47882,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
ST MARY MEDICAL CENTER,1500 S Lake Park Ave,,HOBART,LAKE,IN,46342,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
KOSCIUSKO COMMUNITY HOSPITAL,2101 DUBOIS DR,,WARSAW,KOSCIUSKO,IN,46580,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
HANCOCK REGIONAL HOSPITAL,801 N State Street,,Greenfield,HANCOCK,IN,46140,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Phelps Memorial Hospital Associatio,pharmacy director,pharmacy director,sleepy hollow,WESTCHESTER,NY,10591,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
MERITUS MEDICAL CENTER,11116 MEDICAL CAMPUS ROAD,ATTN: INPATIENT PHARMACY,HAGERSTOWN,WASHINGTON,MD,21742,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
UNIVERSITY MEDICAL CENTER,2000 CANAL ST.,5th DT Building In-Patient Phar,NEW ORLEANS,ORLEANS,LA,70115,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
Rays Apothecary Pharmacy,78 A Versailles Blvd,,Alexandria,RAPIDES,LA,71303,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,MAIN CAMPUS PHARMACY,BOSTON,SUFFOLK,MA,02114,0310-7442-02,Evusheld,12/24/2021 12:00:00 AM
PIKEVILLE MEDICAL CENTER 200366,911 BYPASS RD,,PIKEVILLE,PIKE,KY,41501,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
NORTHEAST REGIONAL MEDICAL CENTER,315 S OSTEOPATHY AVE,,KIRKSVILLE,ADAIR,MO,63501-6401,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
MAYO ROCHESTER METHODIST HOSPITAL,201 WEST CENTER STREET,ATTN: EI 1-406 INPATIENT PHARMACY,ROCHESTER,OLMSTED,MN,55902,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
PHELPS HEALTH COVID CLINIC,1000 West TENTH ST,,ROLLA,PHELPS,MO,65401,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
MOSAIC MEDICAL CENTER MARYVILLE,2016 S MAIN ST,,MARYVILLE,NODAWAY,MO,64468,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
ESSENTIA HEALTH-VIRGINIA REGIONAL,901 9TH ST N,,VIRGINIA,SAINT LOUIS,MN,55792,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,,SEDALIA,PETTIS,MO,65301,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
Northwest Family Physicians,5700 Bottineau Blvd,Suite 220,Crystal,HENNEPIN,MN,55429,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
DETROIT COMMUNITY HEALTH SOPHIE WOM,7900 KERCHEVAL ST,,DETROIT,WAYNE,MI,48214,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM
ELLIOT HOSPITAL PHARMACY,1 ELLIOT WAY,,MANCHESTER,HILLSBOROUGH,NH,03103-3502,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
SAINT LUKES HOSPITAL,101 HOSPITAL DRIVE,,COLUMBUS,POLK,NC,28722,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
SAINT LUKES HOSPITAL,101 HOSPITAL DRIVE,,COLUMBUS,POLK,NC,28722,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
WILSON MEDICAL GROUP,3302 NASH ST N,,WILSON,WILSON,NC,27896,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
CAROLINA FAMILY HEALTHCARE,11220 ELM LANE,SUITE 102,CHARLOTTE,MECKLENBURG,NC,28277,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
CONE HEALTH CANCER CENTER,2400 W FRIENDLY AVE,,GREENSBORO,GUILFORD,NC,27403,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
ST JOSEPH HOSPITAL,172 KINSLEY ST,PHARMACY,NASHUA,HILLSBOROUGH,NH,03060,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
Bassett Medical Center OP Pharmacy,One Atwell Road,Outpatient Pharmacy,COOPERSTOWN,OTSEGO,NY,13326,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Bassett Medical Center OP Pharmacy,One Atwell Road,Outpatient Pharmacy,COOPERSTOWN,OTSEGO,NY,13326,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
ONEIDA HEALTHCARE CTR,321 GENESEE ST,,ONEIDA,MADISON,NY,13421,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM
RENOWN HEALTH,1155 MILL ST.,,RENO,WASHOE,NV,89502,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Bassett Cobleskill Hosp,178 Grandview Dr,,Cobleskill,SCHOHARIE,NY,12043,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
SAINT BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS RD,ATTN INPATIENT PHARMACY,LIVINGSTON,ESSEX,NJ,07039,0310-7442-02,Evusheld,12/23/2021 12:00:00 AM
LEGACY EMANUEL HOSPITALS,2801 N GANTENBEIN AVE,ATTN: INPATIENT PHARMACY,PORTLAND,MULTNOMAH,OR,97227-1623,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
PEACEHEALTH SACRED HEART RIVERBEND,3333 RIVERBEND DR ATTN: PHARMACY,,SPRINGFIELD,LANE,OR,97477,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
H.B. MAGRUDER HOSPITAL,615 FULTON STREET,,PORT CLINTON,OTTAWA,OH,43452,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
UNIVERSITY HOSPITALS OF CLEVELAND,11100 EUCLID AVE,B106,CLEVELAND,CUYAHOGA,OH,44106,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
HN0080 - CHOP- MAIN HOSP - INPAT,3401 CIVIC CENTER BLVD,PHARMACY,PHILADELPHIA,PHILADELPHIA,PA,19104,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
HN4060 - UPHS A MAIN HOSPITAL,3400 SPRUCE ST,SILVERSTEIN,PHILADELPHIA,PHILADELPHIA,PA,19104,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
HASBRO AND RI HOSPITAL INPATIENT,593 EDDY STREET,PHARMACY,PROVIDENCE,PROVIDENCE,RI,02903,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,DEPARTMENT OF PHARMACY,PROVIDENCE,PROVIDENCE,RI,02908,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
UPMC/HC PHARMACY,3175 EAST CARSON STREET,,PITTSBURGH,ALLEGHENY,PA,15203,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
LGH-LANCASTER GENERAL HOSPITAL,555 N. DUKE ST,PHARMACY DEPT,LANCASTER,LANCASTER,PA,17602,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
START CENTER FOR CANCER CARE,4383 MEDICAL DRIVE,3046,SAN ANTONIO,BEXAR,TX,78229,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
UTMB CLEAR LAKE,200 BLOSSOM ST,,WEBSTER,HARRIS,TX,77598,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
CHRISTUS SANTA ROSA WESTOVER HILLS,11212 TX151,Attn: PHARMACY DAVID,SAN ANTONIO,BEXAR,TX,78251,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
UT HEALTH MARC SPECIALITY,8300 FLOYD CURL DRIVE,,SAN ANTONIO,BEXAR,TX,78229,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
BROOKSHIRES PHARMACY 42,1420 N UNIVERSITY DR,,NACOGDOCHES,NACOGDOCHES,TX,75961,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
BROOKSHIRES PHARMACY 42,1420 N UNIVERSITY DR,,NACOGDOCHES,NACOGDOCHES,TX,75961,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM
PARKLAND HEALTH AND HOSPITAL SYSTEM,5223 Tex Oak Avenue,PHARMACY,DALLAS,DALLAS,TX,75235,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
ASPIRUS MEDFORD HOSPITAL,135 S GIBSON ST,135 S. GIbson Street,Medford,TAYLOR,WI,54451,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
MHS-MERCY HOSPITAL - COVID,1000 Mineral Point Ave,,Janesville,ROCK,WI,53548,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
PRIME HEALTH,1035 STERLING RD STE 104,,HERNDON,FAIRFAX,VA,20170,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
VCU HEALTH SYSTEM,1250 EAST MARSHALL STREET,"PHARMACY STOREROOM, B-328",RICHMOND,RICHMOND CITY,VA,23298,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
PROVIDENCE SAINT MARY MED CTR,401 W. POPLAR STREET,,WALLA WALLA,WALLA WALLA,WA,99362,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
DOC PHARMACY SERVICES,20311 Old Highway 9 SW,,CENTRALIA,LEWIS,WA,98531,0310-7442-02,Evusheld,12/23/2021 12:00:00 AM
SACRED HEART MEDICAL CENTER,101 W. 8TH AVE,ATTN: INPATIENT PHARMACY,SPOKANE,SPOKANE,WA,99204,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
BARTZ ALTADONNA CHC - EAST PALMDALE,2520 East Palmdale Blvd,Suite A,Palmdale,LOS ANGELES,CA,93550,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
NATHAN LITTAUER HOSPITAL,99 East  State Street,,Gloversville,FULTON,NY,12078,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
MANNINOS FAMILY PRACTICE PHARMACY,113 W CHARLES STREET,,HAMMOND,TANGIPAHOA,LA,70401,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Lutheran Downtown Hospital,702 Van Buren Street,,Fort Wayne,ALLEN,IN,46802,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
KELLY PHARMACY,302 E PALMETTO AVE,,plain dealing,BOSSIER,LA,71064,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Kaiser Permanente - Sunnyside ER,10180 SE Sunnyside Rd,,Clackamas,CLACKAMAS,OR,97015,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
CENTRACARE PHARMACY AT ST CLOUD HOS,1406 6th Ave N,,St. Cloud,STEARNS,MN,56303,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
CENTRACARE PHARMACY AT ST CLOUD HOS,1406 6th Ave N,,St. Cloud,STEARNS,MN,56303,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
PROVIDENCE ST JUDE MED CENTER CHS,101 E Valencia Mesa Dr,,Fullerton,ORANGE,CA,92835,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
ADVENTIST HEALTHCARE TAKOMA PARK CA,7600 Carroll Ave,,Takoma Park,MONTGOMERY,MD,20912,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
MERRICK MEDICAL CENTER,1715 26TH STREET,,Central City,MERRICK,NE,68826,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
GRADY HEALTH SERVICES,Grady Memorial Hospital,80 Jesse Hill Jr Dr. SE,Atlanta,FULTON,GA,30303,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
Mercy Medical Center,301 St. Paul Pl,,Baltimre,BALTIMORE CITY,MD,21202,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
Condo Pharmacy,28 Montcalm Ave,,Plattsburgh,CLINTON,NY,12901,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
WakeMed Outpatient Pharmacy,3000 New Bern Ave,WakeMed Outpatient Pharmacy,Raleigh,WAKE,NC,27610,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
WakeMed Outpatient Pharmacy,3000 New Bern Ave,WakeMed Outpatient Pharmacy,Raleigh,WAKE,NC,27610,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM
COMMUNITY PHARMACY - ST CHARLES MED,2500 NE Neff Road,,Bend,DESCHUTES,OR,97701,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
SANFORD USD MEDICAL CENTER,1305 W. 18th Street,,Sioux Falls,MINNEHAHA,SD,57117,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
SANFORD USD MEDICAL CENTER,1305 W. 18th Street,,Sioux Falls,MINNEHAHA,SD,57117,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM
KECK HOSPITAL OF USC,1500 San Pablo Street,,Los Angeles,LOS ANGELES,CA,90033,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
Indian Health Board of Minneapolis,1315 E 24th St,,Minneapolis,HENNEPIN,MN,55404,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Long View Drug,2637 1st Ave Sw,,Hickory,,NC,28602,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM
Community Health Network,1500 N Ritter Ave,C/O Pharmacy,Indianapolis,MARION,IN,46219,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
SAN ANTONIO REGIONAL HOSPITAL,999 San Bernardino Rd.,,Upland,SAN BERNARDINO,CA,91786,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
BAY MILLS MEDICAL CENTER,12124 W LAKESHORE DR,,Brimley,CHIPPEWA,MI,49715,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM
St. Elizabeth Dearborn,600 Wilson Creek Road,,Lawrenceburg,DEARBORN,IN,47025,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
BAPTIST HEALTH LOUISVILLE,4000 KRESGE WAY,attn: Cindy Cummings,LOUISVILLE,JEFFERSON,KY,40207,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
COMMUNITY PHARMACY INC,100 Independent Way,,Brewster,PUTNAM,NY,10509,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
MAYO CLINIC - Austin Clinic,1000 1st Drive N.W.,,Austin,MOWER,MN,55912,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
MENOMINEE TRIBAL CLINIC,W3275 WOLF RIVER RD,,KESHENA,MENOMINEE,WI,54135,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
OCHSNER MEDCIAL CENTER-JEFFERSON HI,1516 Jefferson Highway,,New Orleans,JEFFERSON,LA,70121,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
HARNESS HEALTH PHARMACY,7160 INDUSTRIAL ROW DR,STE 330,MASON,WARREN,OH,45040,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
CAMC MEMORIAL HOSPITAL,3200 MacCORKLE AVENUE SE,INPATIENT PHARMACY,CHARLESTON,KANAWHA,WV,25304,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
MEMORIAL HOSPITAL OF SWEETWATER CO,1200 COLLEGE DRIVE,,ROCK SPRINGS,SWEETWATER,WY,82901,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
HARBORVIEW MEDICAL CENTER,325 9th AVE,,Seattle,KING,WA,98104,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
CVS Store #02908,488 ROUTE 17M,CVS Pharmacy,MONROE,ORANGE,NY,10950,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
CANDLER HOSPITAL,5353 Reynolds Street,,Savannah,CHATHAM,GA,31405,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
Neil Medical Group Kinston,2545 Jetport Rd,,Kinston,LENOIR,NC,28504,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM
HOLLIERS FAMILY PHARMACY,1456 E Bridge St,,Breaux Bridge,SAINT MARTIN,LA,70517,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
BALLAD HEALTH CANCER CTR AT JC,"1 Professional Park Dr, Ste 21",Pharmacy,Johnson City,WASHINGTON,TN,37604,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
Moose Professional Pharmacy,270 Copperfield Blvd,,Concord,CABARRUS,NC,28025,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Moose Drug Company,8374 W. Franklin St,,Mt. Pleasant,CABARRUS,NC,28124,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM
Beekman pharmacy,2540 Route 55,,Poughquag,,NY,12570,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
HN5000 - UPHS - PENN PRESBY HOSP,51 N 39th Street,,Philadelphia,PHILADELPHIA,PA,19104,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
Prestons Pharmacy INC,5101 Langston Blvd,,Arlington,ARLINGTON,VA,22207,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
SWEDISH MEDICAL CENTER - FIRST HILL,747 BROADWAY,,SEATTLE,KING,WA,98122,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
ASCENSION ST. JOHN HOSPITAL,22101 MOROSS RD,,DETROIT,WAYNE,MI,48236,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
Kinney Drugs # 62-Auburn,62 Owasco St,,Auburn,CAYUGA,NY,13021,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
SANFORD WORTHINGTON REGIONAL HOSP,1018  Sixth Avenue,,Worthington,NOBLES,MN,56187,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
TAMPA GENERAL HOSPITAL,1 Tampa General Circle,Department of Pharmacy,Tampa,HILLSBOROUGH,FL,33606,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
MidMIchigan Medical Center,4000 Wellness Drive,,MIDLAND,MIDLAND,MI,48670,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
Walgreens Store #07520,429 AVE BARBOSA,,SAN JUAN,San Juan,PR,00923,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walgreens Store #10825,1730 CARR 506,,COTO LAUREL,Ponce,PR,00780,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walgreens Store #02762,500 CARR 1,,CAGUAS,Caguas,PR,00727,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walmart Pharmacy #6578,6604 Boulevard 26,,Richland Hills,TARRANT,TX,76180,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #2974,1501 Buckingham Rd,,Richardson,DALLAS,TX,75081,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #163,4810 North St,,Nacogdoches,NACOGDOCHES,TX,75965,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #395,2410 E Expressway 83,,Mission,HIDALGO,TX,78572,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #3452,4810 HIGHWAY 6 N,,HOUSTON,HARRIS,TX,77084,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #4526,4412 North Fwy,,Houston,HARRIS,TX,77022,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #2662,313 THACKER AVE,,COVINGTON,COVINGTON CITY,VA,24426,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #1466,2824 APPALACHIAN HWY,,JACKSBORO,CAMPBELL,TN,37757,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
KROGER PHARMACY 03500527,200 W CAMP WISDOM RD,,DUNCANVILLE,DALLAS,TX,75116,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Walmart Pharmacy #3170,1320 HIGHWAY 290 W,,ELGIN,BASTROP,TX,78621,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #4366,951 N Resler Dr,,El Paso,EL PASO,TX,79912,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #3763,12236 Montana Ave,,El Paso,EL PASO,TX,79938,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #3279,2100 SE LOOP 410,,SAN ANTONIO,BEXAR,TX,78220,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #5145,1603 Vance Jackson Rd,,San Antonio,BEXAR,TX,78213,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #527,1801 N Velasco St,,Angleton,BRAZORIA,TX,77515,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #3383,4215 Canyon Dr,,Amarillo,RANDALL,TX,79110,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #4483,225 Wilkinson Ln,,White House,ROBERTSON,TN,37188,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #3017,4959 Main St.,,Spring Hill,MAURY,TN,37174,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #2310,3051 Kinzel Way,,Knoxville,KNOX,TN,37924,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #5734,750 Lynn Garden Dr,,Kingsport,SULLIVAN,TN,37660,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #7310,24919 Westheimer Pkwy,,Katy,FORT BEND,TX,77494,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
KROGER PHARMACY 03400367,3820 ATASCOCITA RD,,HUMBLE,HARRIS,TX,77396,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Walmart Pharmacy #5700,2151 Frankston Hwy,,Tyler,SMITH,TX,75701,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #940,6770 Westworth Blvd,,Westworth Village,TARRANT,TX,76114,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #3234,4331 Highway 66 S,,Rogersville,HAWKINS,TN,37857,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #678,1075 Cosby Hwy,,Newport,COCKE,TN,37821,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
KROGER PHARMACY 03500509,4901 MAPLE AVE,,DALLAS,DALLAS,TX,75235,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Walmart Pharmacy #4692,4150 Ringgold Rd,,East Ridge,HAMILTON,TN,37412,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #687,168 Obed Plz Ste 108,,Crossville,CUMBERLAND,TN,38555,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #901,550 S Highway 123 Byp,,Seguin,GUADALUPE,TX,78155,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #6929,6801 W Adams Ave,,Temple,BELL,TX,76502,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #4388,"1211 West Broad Street, Suite A",,Waynesboro,WAYNESBORO CITY,VA,22980,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #7281,3440 S Bryant Blvd,,San Angelo,TOM GREEN,TX,76903,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
KROGER PHARMACY 03400347,9303 HIGHWAY 6 S,,HOUSTON,HARRIS,TX,77083,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Walmart Pharmacy #4104,3930 Teasley Ln,,Denton,DENTON,TX,76210,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #789,200 US Highway 80 E,,Mesquite,DALLAS,TX,75149,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #5824,1951 Military Pkwy,,Mesquite,DALLAS,TX,75149,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #4115,602 Cibolo Valley Dr,,Cibolo,GUADALUPE,TX,78108,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #3614,2141 Dale Ave SE,,Roanoke,ROANOKE CITY,VA,24013,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
